,player_name,player_profile_url,player_code
144,Seth Curry,/players/c/curryse01.html,curryse01
145,Stephen Curry,/players/c/curryst01.html,curryst01
146,Dyson Daniels,/players/d/daniedy01.html,daniedy01
147,Nate Darling,/players/d/darlina01.html,darlina01
148,Anthony Davis,/players/d/davisan02.html,davisan02
149,Johnny Davis,/players/d/davisjo06.html,davisjo06
150,Terence Davis,/players/d/daviste02.html,daviste02
151,JD Davison,/players/d/davisjd01.html,davisjd01
152,Darius Days,/players/d/daysda01.html,daysda01.
153,DeMar DeRozan,/players/d/derozde01.html,derozde01
154,Dewayne Dedmon,/players/d/dedmode01.html,dedmode01
155,Matthew Dellavedova,/players/d/dellama01.html,dellama01
156,Donte DiVincenzo,/players/d/divindo01.html,divindo01
157,Moussa Diabaté,/players/d/diabamo01.html,diabamo01
158,Mamadi Diakite,/players/d/diakima01.html,diakima01
159,Hamidou Diallo,/players/d/diallha01.html,diallha01
160,Gorgui Dieng,/players/d/dienggo01.html,dienggo01
161,Ousmane Dieng,/players/d/diengou01.html,diengou01
162,Spencer Dinwiddie,/players/d/dinwisp01.html,dinwisp01
163,Luka Dončić,/players/d/doncilu01.html,doncilu01
164,Tyler Dorsey,/players/d/dorsety01.html,dorsety01
165,Luguentz Dort,/players/d/dortlu01.html,dortlu01.
166,Ayo Dosunmu,/players/d/dosunay01.html,dosunay01
167,Devon Dotson,/players/d/dotsode01.html,dotsode01
168,Sekou Doumbouya,/players/d/doumbse01.html,doumbse01
169,Jeff Dowtin,/players/d/dowtije01.html,dowtije01
170,PJ Dozier,/players/d/doziepj01.html,doziepj01
171,Goran Dragić,/players/d/dragigo01.html,dragigo01
