,player_name,player_profile_url,player_code
100,Bruno Caboclo,/players/c/cabocbr01.html,cabocbr01
101,Devontae Cacok,/players/c/cacokde01.html,cacokde01
102,Jamal Cain,/players/c/cainja01.html,cainja01.
103,Kentavious Caldwell-Pope,/players/c/caldwke01.html,caldwke01
104,Facundo Campazzo,/players/c/campafa01.html,campafa01
105,Vlatko Čančar,/players/c/cancavl01.html,cancavl01
106,Devin Cannady,/players/c/cannade01.html,cannade01
107,Clint Capela,/players/c/capelca01.html,capelca01
108,Vernon Carey Jr.,/players/c/careyve01.html,careyve01
109,Jevon Carter,/players/c/carteje01.html,carteje01
110,Wendell Carter Jr.,/players/c/cartewe01.html,cartewe01
111,Michael Carter-Williams,/players/c/cartemi01.html,cartemi01
112,Alex Caruso,/players/c/carusal01.html,carusal01
113,Willie Cauley-Stein,/players/c/caulewi01.html,caulewi01
114,Ahmad Caver,/players/c/caverah01.html,caverah01
115,Julian Champagnie,/players/c/champju02.html,champju02
116,Justin Champagnie,/players/c/champju01.html,champju01
117,Kennedy Chandler,/players/c/chandke01.html,chandke01
118,Zylan Cheatham,/players/c/cheatzy01.html,cheatzy01
119,Chris Chiozza,/players/c/chiozch01.html,chiozch01
120,Marquese Chriss,/players/c/chrisma01.html,chrisma01
121,Max Christie,/players/c/chrisma02.html,chrisma02
122,Josh Christopher,/players/c/chrisjo01.html,chrisjo01
123,Gary Clark,/players/c/clarkga01.html,clarkga01
124,Brandon Clarke,/players/c/clarkbr01.html,clarkbr01
125,Jordan Clarkson,/players/c/clarkjo01.html,clarkjo01
126,Nic Claxton,/players/c/claxtni01.html,claxtni01
127,Chris Clemons,/players/c/clemoch01.html,clemoch01
128,Amir Coffey,/players/c/coffeam01.html,coffeam01
129,John Collins,/players/c/collijo01.html,collijo01
130,Zach Collins,/players/c/colliza01.html,colliza01
131,Chance Comanche,/players/c/comanch01.html,comanch01
132,Mike Conley,/players/c/conlemi01.html,conlemi01
133,Pat Connaughton,/players/c/connapa01.html,connapa01
134,Tyler Cook,/players/c/cookty01.html,cookty01.
135,Xavier Cooks,/players/c/cooksxa01.html,cooksxa01
136,Sharife Cooper,/players/c/coopesh01.html,coopesh01
137,DeMarcus Cousins,/players/c/couside01.html,couside01
138,Robert Covington,/players/c/covinro01.html,covinro01
139,Allen Crabbe,/players/c/crabbal01.html,crabbal01
140,Torrey Craig,/players/c/craigto01.html,craigto01
141,Jae Crowder,/players/c/crowdja01.html,crowdja01
142,Jarrett Culver,/players/c/culveja01.html,culveja01
143,Cade Cunningham,/players/c/cunnica01.html,cunnica01
