date_game,game_start_time,visitor_team_name,visitor_pts,home_team_name,home_pts,box_score_text,overtimes,attendance,arena_name,boxscore_url,game_id,season
"Fri, Feb 2, 2024",8:00p,Toronto Raptors,,Houston Rockets,,,,,Toyota Center,,,2024
"Fri, Feb 2, 2024",8:00p,Golden State Warriors,,Memphis Grizzlies,,,,,FedEx Forum,,,2024
"Fri, Feb 2, 2024",8:00p,Orlando Magic,,Minnesota Timberwolves,,,,,Target Center,,,2024
"Fri, Feb 2, 2024",8:00p,Charlotte Hornets,,Oklahoma City Thunder,,,,,Paycom Center,,,2024
"Fri, Feb 2, 2024",8:00p,New Orleans Pelicans,,San Antonio Spurs,,,,,AT&T Center,,,2024
"Fri, Feb 2, 2024",9:00p,Portland Trail Blazers,,Denver Nuggets,,,,,Ball Arena,,,2024
"Sat, Feb 3, 2024",6:00p,Brooklyn Nets,,Philadelphia 76ers,,,,,Wells Fargo Center,,,2024
"Sat, Feb 3, 2024",7:30p,Golden State Warriors,,Atlanta Hawks,,,,,State Farm Arena,,,2024
"Sat, Feb 3, 2024",8:00p,Sacramento Kings,,Chicago Bulls,,,,,United Center,,,2024
"Sat, Feb 3, 2024",8:30p,Milwaukee Bucks,,Dallas Mavericks,,,,,American Airlines Center,,,2024
"Sat, Feb 3, 2024",8:30p,Los Angeles Lakers,,New York Knicks,,,,,Madison Square Garden (IV),,,2024
"Sat, Feb 3, 2024",8:30p,Cleveland Cavaliers,,San Antonio Spurs,,,,,AT&T Center,,,2024
"Sun, Feb 4, 2024",3:00p,Orlando Magic,,Detroit Pistons,,,,,Little Caesars Arena,,,2024
"Sun, Feb 4, 2024",3:30p,Phoenix Suns,,Washington Wizards,,,,,Capital One Arena,,,2024
"Sun, Feb 4, 2024",6:00p,Memphis Grizzlies,,Boston Celtics,,,,,TD Garden,,,2024
"Sun, Feb 4, 2024",6:00p,Indiana Pacers,,Charlotte Hornets,,,,,Spectrum Center,,,2024
"Sun, Feb 4, 2024",6:00p,Los Angeles Clippers,,Miami Heat,,,,,Kaseya Center,,,2024
"Sun, Feb 4, 2024",7:00p,Houston Rockets,,Minnesota Timberwolves,,,,,Target Center,,,2024
"Sun, Feb 4, 2024",7:00p,Toronto Raptors,,Oklahoma City Thunder,,,,,Paycom Center,,,2024
"Sun, Feb 4, 2024",8:00p,Milwaukee Bucks,,Utah Jazz,,,,,Delta Center,,,2024
"Sun, Feb 4, 2024",8:30p,Portland Trail Blazers,,Denver Nuggets,,,,,Ball Arena,,,2024
"Mon, Feb 5, 2024",7:00p,Los Angeles Lakers,,Charlotte Hornets,,,,,Spectrum Center,,,2024
"Mon, Feb 5, 2024",7:00p,Sacramento Kings,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,,,2024
"Mon, Feb 5, 2024",7:00p,Dallas Mavericks,,Philadelphia 76ers,,,,,Wells Fargo Center,,,2024
"Mon, Feb 5, 2024",7:30p,Los Angeles Clippers,,Atlanta Hawks,,,,,State Farm Arena,,,2024
"Mon, Feb 5, 2024",7:30p,Golden State Warriors,,Brooklyn Nets,,,,,Barclays Center,,,2024
"Mon, Feb 5, 2024",8:00p,Toronto Raptors,,New Orleans Pelicans,,,,,Smoothie King Center,,,2024
"Tue, Feb 6, 2024",7:00p,Houston Rockets,,Indiana Pacers,,,,,Gainbridge Fieldhouse,,,2024
"Tue, Feb 6, 2024",7:30p,Dallas Mavericks,,Brooklyn Nets,,,,,Barclays Center,,,2024
"Tue, Feb 6, 2024",7:30p,Orlando Magic,,Miami Heat,,,,,Kaseya Center,,,2024
"Tue, Feb 6, 2024",7:30p,Memphis Grizzlies,,New York Knicks,,,,,Madison Square Garden (IV),,,2024
"Tue, Feb 6, 2024",8:00p,Minnesota Timberwolves,,Chicago Bulls,,,,,United Center,,,2024
"Tue, Feb 6, 2024",9:00p,Oklahoma City Thunder,,Utah Jazz,,,,,Delta Center,,,2024
"Tue, Feb 6, 2024",10:00p,Milwaukee Bucks,,Phoenix Suns,,,,,Footprint Center,,,2024
"Wed, Feb 7, 2024",7:00p,Toronto Raptors,,Charlotte Hornets,,,,,Spectrum Center,,,2024
"Wed, Feb 7, 2024",7:00p,Golden State Warriors,,Philadelphia 76ers,,,,,Wells Fargo Center,,,2024
"Wed, Feb 7, 2024",7:00p,Cleveland Cavaliers,,Washington Wizards,,,,,Capital One Arena,,,2024
"Wed, Feb 7, 2024",7:30p,Atlanta Hawks,,Boston Celtics,,,,,TD Garden,,,2024
"Wed, Feb 7, 2024",7:30p,San Antonio Spurs,,Miami Heat,,,,,Kaseya Center,,,2024
"Wed, Feb 7, 2024",10:00p,New Orleans Pelicans,,Los Angeles Clippers,,,,,Crypto.com Arena,,,2024
"Wed, Feb 7, 2024",10:00p,Detroit Pistons,,Sacramento Kings,,,,,Golden 1 Center,,,2024
"Thu, Feb 8, 2024",7:00p,Golden State Warriors,,Indiana Pacers,,,,,Gainbridge Fieldhouse,,,2024
"Thu, Feb 8, 2024",7:00p,San Antonio Spurs,,Orlando Magic,,,,,Amway Center,,,2024
"Thu, Feb 8, 2024",7:30p,Cleveland Cavaliers,,Brooklyn Nets,,,,,Barclays Center,,,2024
"Thu, Feb 8, 2024",7:30p,Dallas Mavericks,,New York Knicks,,,,,Madison Square Garden (IV),,,2024
"Thu, Feb 8, 2024",8:00p,Chicago Bulls,,Memphis Grizzlies,,,,,FedEx Forum,,,2024
"Thu, Feb 8, 2024",8:00p,Minnesota Timberwolves,,Milwaukee Bucks,,,,,Fiserv Forum,,,2024
"Thu, Feb 8, 2024",9:00p,Utah Jazz,,Phoenix Suns,,,,,Footprint Center,,,2024
"Thu, Feb 8, 2024",10:00p,Denver Nuggets,,Los Angeles Lakers,,,,,Crypto.com Arena,,,2024
"Thu, Feb 8, 2024",10:00p,Detroit Pistons,,Portland Trail Blazers,,,,,Moda Center,,,2024
"Fri, Feb 9, 2024",7:00p,Atlanta Hawks,,Philadelphia 76ers,,,,,Wells Fargo Center,,,2024
"Fri, Feb 9, 2024",7:30p,Washington Wizards,,Boston Celtics,,,,,TD Garden,,,2024
"Fri, Feb 9, 2024",7:30p,Houston Rockets,,Toronto Raptors,,,,,Scotiabank Arena,,,2024
"Fri, Feb 9, 2024",8:00p,Charlotte Hornets,,Milwaukee Bucks,,,,,Fiserv Forum,,,2024
"Fri, Feb 9, 2024",10:00p,Denver Nuggets,,Sacramento Kings,,,,,Golden 1 Center,,,2024
"Fri, Feb 9, 2024",10:30p,New Orleans Pelicans,,Los Angeles Lakers,,,,,Crypto.com Arena,,,2024
"Sat, Feb 10, 2024",3:00p,Oklahoma City Thunder,,Dallas Mavericks,,,,,American Airlines Center,,,2024
"Sat, Feb 10, 2024",3:30p,Detroit Pistons,,Los Angeles Clippers,,,,,Crypto.com Arena,,,2024
"Sat, Feb 10, 2024",6:00p,San Antonio Spurs,,Brooklyn Nets,,,,,Barclays Center,,,2024
"Sat, Feb 10, 2024",7:00p,Memphis Grizzlies,,Charlotte Hornets,,,,,Spectrum Center,,,2024
"Sat, Feb 10, 2024",7:00p,Chicago Bulls,,Orlando Magic,,,,,Amway Center,,,2024
"Sat, Feb 10, 2024",7:00p,Philadelphia 76ers,,Washington Wizards,,,,,Capital One Arena,,,2024
"Sat, Feb 10, 2024",7:30p,Houston Rockets,,Atlanta Hawks,,,,,State Farm Arena,,,2024
"Sat, Feb 10, 2024",7:30p,Indiana Pacers,,New York Knicks,,,,,Madison Square Garden (IV),,,2024
"Sat, Feb 10, 2024",7:30p,Cleveland Cavaliers,,Toronto Raptors,,,,,Scotiabank Arena,,,2024
"Sat, Feb 10, 2024",8:30p,Phoenix Suns,,Golden State Warriors,,,,,Chase Center,,,2024
"Sat, Feb 10, 2024",10:00p,New Orleans Pelicans,,Portland Trail Blazers,,,,,Moda Center,,,2024
"Sun, Feb 11, 2024",2:00p,Boston Celtics,,Miami Heat,,,,,Kaseya Center,,,2024
"Sun, Feb 11, 2024",3:00p,Sacramento Kings,,Oklahoma City Thunder,,,,,Paycom Center,,,2024
"Mon, Feb 12, 2024",7:00p,Indiana Pacers,,Charlotte Hornets,,,,,Spectrum Center,,,2024
"Mon, Feb 12, 2024",7:00p,Philadelphia 76ers,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,,,2024
"Mon, Feb 12, 2024",7:30p,Chicago Bulls,,Atlanta Hawks,,,,,State Farm Arena,,,2024
"Mon, Feb 12, 2024",7:30p,San Antonio Spurs,,Toronto Raptors,,,,,Scotiabank Arena,,,2024
"Mon, Feb 12, 2024",8:00p,New York Knicks,,Houston Rockets,,,,,Toyota Center,,,2024
"Mon, Feb 12, 2024",8:00p,New Orleans Pelicans,,Memphis Grizzlies,,,,,FedEx Forum,,,2024
"Mon, Feb 12, 2024",8:00p,Denver Nuggets,,Milwaukee Bucks,,,,,Fiserv Forum,,,2024
"Mon, Feb 12, 2024",8:30p,Washington Wizards,,Dallas Mavericks,,,,,American Airlines Center,,,2024
"Mon, Feb 12, 2024",9:00p,Golden State Warriors,,Utah Jazz,,,,,Delta Center,,,2024
"Mon, Feb 12, 2024",10:30p,Minnesota Timberwolves,,Los Angeles Clippers,,,,,Crypto.com Arena,,,2024
"Tue, Feb 13, 2024",7:30p,Boston Celtics,,Brooklyn Nets,,,,,Barclays Center,,,2024
"Tue, Feb 13, 2024",7:30p,Oklahoma City Thunder,,Orlando Magic,,,,,Amway Center,,,2024
"Tue, Feb 13, 2024",8:00p,Miami Heat,,Milwaukee Bucks,,,,,Fiserv Forum,,,2024
"Tue, Feb 13, 2024",10:00p,Sacramento Kings,,Phoenix Suns,,,,,Footprint Center,,,2024
"Tue, Feb 13, 2024",10:00p,Minnesota Timberwolves,,Portland Trail Blazers,,,,,Moda Center,,,2024
"Tue, Feb 13, 2024",10:30p,Detroit Pistons,,Los Angeles Lakers,,,,,Crypto.com Arena,,,2024
"Wed, Feb 14, 2024",7:00p,Atlanta Hawks,,Charlotte Hornets,,,,,Spectrum Center,,,2024
"Wed, Feb 14, 2024",7:00p,New York Knicks,,Orlando Magic,,,,,Amway Center,,,2024
"Wed, Feb 14, 2024",7:00p,Miami Heat,,Philadelphia 76ers,,,,,Wells Fargo Center,,,2024
"Wed, Feb 14, 2024",7:30p,Brooklyn Nets,,Boston Celtics,,,,,TD Garden,,,2024
"Wed, Feb 14, 2024",7:30p,Chicago Bulls,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,,,2024
"Wed, Feb 14, 2024",7:30p,Indiana Pacers,,Toronto Raptors,,,,,Scotiabank Arena,,,2024
"Wed, Feb 14, 2024",8:00p,Houston Rockets,,Memphis Grizzlies,,,,,FedEx Forum,,,2024
"Wed, Feb 14, 2024",8:00p,Washington Wizards,,New Orleans Pelicans,,,,,Smoothie King Center,,,2024
"Wed, Feb 14, 2024",8:30p,San Antonio Spurs,,Dallas Mavericks,,,,,American Airlines Center,,,2024
"Wed, Feb 14, 2024",9:00p,Sacramento Kings,,Denver Nuggets,,,,,Ball Arena,,,2024
"Wed, Feb 14, 2024",9:00p,Detroit Pistons,,Phoenix Suns,,,,,Footprint Center,,,2024
"Wed, Feb 14, 2024",9:00p,Los Angeles Lakers,,Utah Jazz,,,,,Delta Center,,,2024
"Wed, Feb 14, 2024",10:00p,Los Angeles Clippers,,Golden State Warriors,,,,,Chase Center,,,2024
"Thu, Feb 15, 2024",8:30p,Milwaukee Bucks,,Memphis Grizzlies,,,,,FedEx Forum,,,2024
"Thu, Feb 15, 2024",10:00p,Minnesota Timberwolves,,Portland Trail Blazers,,,,,Moda Center,,,2024
"Thu, Feb 22, 2024",7:00p,Orlando Magic,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,,,2024
"Thu, Feb 22, 2024",7:00p,Detroit Pistons,,Indiana Pacers,,,,,Gainbridge Fieldhouse,,,2024
"Thu, Feb 22, 2024",7:00p,New York Knicks,,Philadelphia 76ers,,,,,Wells Fargo Center,,,2024
"Thu, Feb 22, 2024",7:00p,Brooklyn Nets,,Toronto Raptors,,,,,Scotiabank Arena,,,2024
"Thu, Feb 22, 2024",7:30p,Phoenix Suns,,Dallas Mavericks,,,,,American Airlines Center,,,2024
"Thu, Feb 22, 2024",8:00p,Boston Celtics,,Chicago Bulls,,,,,United Center,,,2024
"Thu, Feb 22, 2024",8:00p,Houston Rockets,,New Orleans Pelicans,,,,,Smoothie King Center,,,2024
"Thu, Feb 22, 2024",8:00p,Los Angeles Clippers,,Oklahoma City Thunder,,,,,Paycom Center,,,2024
"Thu, Feb 22, 2024",9:00p,Washington Wizards,,Denver Nuggets,,,,,Ball Arena,,,2024
"Thu, Feb 22, 2024",9:00p,Charlotte Hornets,,Utah Jazz,,,,,Delta Center,,,2024
"Thu, Feb 22, 2024",10:00p,Los Angeles Lakers,,Golden State Warriors,,,,,Chase Center,,,2024
"Thu, Feb 22, 2024",10:00p,San Antonio Spurs,,Sacramento Kings,,,,,Golden 1 Center,,,2024
"Fri, Feb 23, 2024",7:30p,Toronto Raptors,,Atlanta Hawks,,,,,State Farm Arena,,,2024
"Fri, Feb 23, 2024",7:30p,Cleveland Cavaliers,,Philadelphia 76ers,,,,,Wells Fargo Center,,,2024
"Fri, Feb 23, 2024",8:00p,Phoenix Suns,,Houston Rockets,,,,,Toyota Center,,,2024
"Fri, Feb 23, 2024",8:00p,Los Angeles Clippers,,Memphis Grizzlies,,,,,FedEx Forum,,,2024
"Fri, Feb 23, 2024",8:00p,Milwaukee Bucks,,Minnesota Timberwolves,,,,,Target Center,,,2024
"Fri, Feb 23, 2024",8:00p,Washington Wizards,,Oklahoma City Thunder,,,,,Paycom Center,,,2024
"Fri, Feb 23, 2024",10:00p,Charlotte Hornets,,Golden State Warriors,,,,,Chase Center,,,2024
"Fri, Feb 23, 2024",10:00p,Miami Heat,,New Orleans Pelicans,,,,,Smoothie King Center,,,2024
"Fri, Feb 23, 2024",10:00p,Denver Nuggets,,Portland Trail Blazers,,,,,Moda Center,,,2024
"Fri, Feb 23, 2024",10:30p,San Antonio Spurs,,Los Angeles Lakers,,,,,Crypto.com Arena,,,2024
"Sat, Feb 24, 2024",8:00p,Orlando Magic,,Detroit Pistons,,,,,Little Caesars Arena,,,2024
"Sat, Feb 24, 2024",8:00p,Brooklyn Nets,,Minnesota Timberwolves,,,,,Target Center,,,2024
"Sat, Feb 24, 2024",8:30p,Boston Celtics,,New York Knicks,,,,,Madison Square Garden (IV),,,2024
"Sun, Feb 25, 2024",1:00p,Milwaukee Bucks,,Philadelphia 76ers,,,,,Wells Fargo Center,,,2024
"Sun, Feb 25, 2024",3:30p,Los Angeles Lakers,,Phoenix Suns,,,,,Footprint Center,,,2024
"Sun, Feb 25, 2024",5:00p,Dallas Mavericks,,Indiana Pacers,,,,,Gainbridge Fieldhouse,,,2024
"Sun, Feb 25, 2024",6:00p,Cleveland Cavaliers,,Washington Wizards,,,,,Capital One Arena,,,2024
"Sun, Feb 25, 2024",7:00p,Orlando Magic,,Atlanta Hawks,,,,,State Farm Arena,,,2024
"Sun, Feb 25, 2024",7:00p,Denver Nuggets,,Golden State Warriors,,,,,Chase Center,,,2024
"Sun, Feb 25, 2024",7:00p,Oklahoma City Thunder,,Houston Rockets,,,,,Toyota Center,,,2024
"Sun, Feb 25, 2024",7:00p,Chicago Bulls,,New Orleans Pelicans,,,,,Smoothie King Center,,,2024
"Sun, Feb 25, 2024",8:00p,San Antonio Spurs,,Utah Jazz,,,,,Delta Center,,,2024
"Sun, Feb 25, 2024",9:00p,Charlotte Hornets,,Portland Trail Blazers,,,,,Moda Center,,,2024
"Sun, Feb 25, 2024",9:30p,Sacramento Kings,,Los Angeles Clippers,,,,,Crypto.com Arena,,,2024
"Mon, Feb 26, 2024",7:00p,New York Knicks,,Detroit Pistons,,,,,Little Caesars Arena,,,2024
"Mon, Feb 26, 2024",7:00p,Toronto Raptors,,Indiana Pacers,,,,,Gainbridge Fieldhouse,,,2024
"Mon, Feb 26, 2024",8:00p,Brooklyn Nets,,Memphis Grizzlies,,,,,FedEx Forum,,,2024
"Mon, Feb 26, 2024",10:00p,Miami Heat,,Sacramento Kings,,,,,Golden 1 Center,,,2024
"Tue, Feb 27, 2024",7:00p,Dallas Mavericks,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,,,2024
"Tue, Feb 27, 2024",7:00p,Brooklyn Nets,,Orlando Magic,,,,,Amway Center,,,2024
"Tue, Feb 27, 2024",7:00p,Golden State Warriors,,Washington Wizards,,,,,Capital One Arena,,,2024
"Tue, Feb 27, 2024",7:30p,Utah Jazz,,Atlanta Hawks,,,,,State Farm Arena,,,2024
"Tue, Feb 27, 2024",7:30p,Philadelphia 76ers,,Boston Celtics,,,,,TD Garden,,,2024
"Tue, Feb 27, 2024",7:30p,San Antonio Spurs,,Minnesota Timberwolves,,,,,Target Center,,,2024
"Tue, Feb 27, 2024",7:30p,New Orleans Pelicans,,New York Knicks,,,,,Madison Square Garden (IV),,,2024
"Tue, Feb 27, 2024",8:00p,Detroit Pistons,,Chicago Bulls,,,,,United Center,,,2024
"Tue, Feb 27, 2024",8:00p,Charlotte Hornets,,Milwaukee Bucks,,,,,Fiserv Forum,,,2024
"Tue, Feb 27, 2024",8:00p,Houston Rockets,,Oklahoma City Thunder,,,,,Paycom Center,,,2024
"Tue, Feb 27, 2024",10:00p,Miami Heat,,Portland Trail Blazers,,,,,Moda Center,,,2024
"Wed, Feb 28, 2024",7:00p,New Orleans Pelicans,,Indiana Pacers,,,,,Gainbridge Fieldhouse,,,2024
"Wed, Feb 28, 2024",7:30p,Memphis Grizzlies,,Minnesota Timberwolves,,,,,Target Center,,,2024
"Wed, Feb 28, 2024",7:30p,Dallas Mavericks,,Toronto Raptors,,,,,Scotiabank Arena,,,2024
"Wed, Feb 28, 2024",8:00p,Cleveland Cavaliers,,Chicago Bulls,,,,,United Center,,,2024
"Wed, Feb 28, 2024",9:00p,Sacramento Kings,,Denver Nuggets,,,,,Ball Arena,,,2024
"Wed, Feb 28, 2024",10:00p,Los Angeles Lakers,,Los Angeles Clippers,,,,,Crypto.com Arena,,,2024
"Thu, Feb 29, 2024",7:00p,Milwaukee Bucks,,Charlotte Hornets,,,,,Spectrum Center,,,2024
"Thu, Feb 29, 2024",7:00p,Utah Jazz,,Orlando Magic,,,,,Amway Center,,,2024
"Thu, Feb 29, 2024",7:30p,Atlanta Hawks,,Brooklyn Nets,,,,,Barclays Center,,,2024
"Thu, Feb 29, 2024",7:30p,Golden State Warriors,,New York Knicks,,,,,Madison Square Garden (IV),,,2024
"Thu, Feb 29, 2024",8:30p,Oklahoma City Thunder,,San Antonio Spurs,,,,,AT&T Center,,,2024
"Thu, Feb 29, 2024",9:00p,Houston Rockets,,Phoenix Suns,,,,,Footprint Center,,,2024
"Thu, Feb 29, 2024",10:00p,Miami Heat,,Denver Nuggets,,,,,Ball Arena,,,2024
"Thu, Feb 29, 2024",10:30p,Washington Wizards,,Los Angeles Lakers,,,,,Crypto.com Arena,,,2024
"Fri, Mar 1, 2024",7:00p,Cleveland Cavaliers,,Detroit Pistons,,,,,Little Caesars Arena,,,2024
"Fri, Mar 1, 2024",7:00p,Charlotte Hornets,,Philadelphia 76ers,,,,,Wells Fargo Center,,,2024
"Fri, Mar 1, 2024",7:30p,Dallas Mavericks,,Boston Celtics,,,,,TD Garden,,,2024
"Fri, Mar 1, 2024",7:30p,Golden State Warriors,,Toronto Raptors,,,,,Scotiabank Arena,,,2024
"Fri, Mar 1, 2024",8:00p,Portland Trail Blazers,,Memphis Grizzlies,,,,,FedEx Forum,,,2024
"Fri, Mar 1, 2024",8:00p,Sacramento Kings,,Minnesota Timberwolves,,,,,Target Center,,,2024
"Fri, Mar 1, 2024",8:00p,Indiana Pacers,,New Orleans Pelicans,,,,,Smoothie King Center,,,2024
"Fri, Mar 1, 2024",10:00p,Milwaukee Bucks,,Chicago Bulls,,,,,United Center,,,2024
"Fri, Mar 1, 2024",10:30p,Washington Wizards,,Los Angeles Clippers,,,,,Crypto.com Arena,,,2024
"Sat, Mar 2, 2024",3:00p,Atlanta Hawks,,Brooklyn Nets,,,,,Barclays Center,,,2024
"Sat, Mar 2, 2024",5:00p,Utah Jazz,,Miami Heat,,,,,Kaseya Center,,,2024
"Sat, Mar 2, 2024",8:00p,Portland Trail Blazers,,Memphis Grizzlies,,,,,FedEx Forum,,,2024
"Sat, Mar 2, 2024",8:30p,Denver Nuggets,,Los Angeles Lakers,,,,,Crypto.com Arena,,,2024
"Sat, Mar 2, 2024",9:00p,Houston Rockets,,Phoenix Suns,,,,,Footprint Center,,,2024
"Sun, Mar 3, 2024",1:00p,Philadelphia 76ers,,Dallas Mavericks,,,,,American Airlines Center,,,2024
"Sun, Mar 3, 2024",3:30p,Golden State Warriors,,Boston Celtics,,,,,TD Garden,,,2024
"Sun, Mar 3, 2024",3:30p,Los Angeles Clippers,,Minnesota Timberwolves,,,,,Target Center,,,2024
"Sun, Mar 3, 2024",6:00p,Detroit Pistons,,Orlando Magic,,,,,Amway Center,,,2024
"Sun, Mar 3, 2024",6:00p,Charlotte Hornets,,Toronto Raptors,,,,,Scotiabank Arena,,,2024
"Sun, Mar 3, 2024",7:00p,New York Knicks,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,,,2024
"Sun, Mar 3, 2024",7:00p,Indiana Pacers,,San Antonio Spurs,,,,,AT&T Center,,,2024
"Sun, Mar 3, 2024",9:30p,Oklahoma City Thunder,,Phoenix Suns,,,,,Footprint Center,,,2024
"Mon, Mar 4, 2024",7:30p,Memphis Grizzlies,,Brooklyn Nets,,,,,Barclays Center,,,2024
"Mon, Mar 4, 2024",8:00p,Los Angeles Clippers,,Milwaukee Bucks,,,,,Fiserv Forum,,,2024
"Mon, Mar 4, 2024",8:00p,Portland Trail Blazers,,Minnesota Timberwolves,,,,,Target Center,,,2024
"Mon, Mar 4, 2024",9:00p,Washington Wizards,,Utah Jazz,,,,,Delta Center,,,2024
"Mon, Mar 4, 2024",10:00p,Chicago Bulls,,Sacramento Kings,,,,,Golden 1 Center,,,2024
"Mon, Mar 4, 2024",10:30p,Oklahoma City Thunder,,Los Angeles Lakers,,,,,Crypto.com Arena,,,2024
"Tue, Mar 5, 2024",7:00p,Orlando Magic,,Charlotte Hornets,,,,,Spectrum Center,,,2024
"Tue, Mar 5, 2024",7:00p,Boston Celtics,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,,,2024
"Tue, Mar 5, 2024",7:30p,Philadelphia 76ers,,Brooklyn Nets,,,,,Barclays Center,,,2024
"Tue, Mar 5, 2024",7:30p,Detroit Pistons,,Miami Heat,,,,,Kaseya Center,,,2024
"Tue, Mar 5, 2024",7:30p,Atlanta Hawks,,New York Knicks,,,,,Madison Square Garden (IV),,,2024
"Tue, Mar 5, 2024",7:30p,New Orleans Pelicans,,Toronto Raptors,,,,,Scotiabank Arena,,,2024
"Tue, Mar 5, 2024",8:00p,San Antonio Spurs,,Houston Rockets,,,,,Toyota Center,,,2024
"Tue, Mar 5, 2024",8:30p,Indiana Pacers,,Dallas Mavericks,,,,,American Airlines Center,,,2024
"Tue, Mar 5, 2024",10:00p,Phoenix Suns,,Denver Nuggets,,,,,Ball Arena,,,2024
"Wed, Mar 6, 2024",7:00p,Orlando Magic,,Washington Wizards,,,,,Capital One Arena,,,2024
"Wed, Mar 6, 2024",7:30p,Cleveland Cavaliers,,Atlanta Hawks,,,,,State Farm Arena,,,2024
"Wed, Mar 6, 2024",7:30p,Memphis Grizzlies,,Philadelphia 76ers,,,,,Wells Fargo Center,,,2024
"Wed, Mar 6, 2024",8:00p,Los Angeles Clippers,,Houston Rockets,,,,,Toyota Center,,,2024
"Wed, Mar 6, 2024",9:00p,Chicago Bulls,,Utah Jazz,,,,,Delta Center,,,2024
"Wed, Mar 6, 2024",10:00p,Milwaukee Bucks,,Golden State Warriors,,,,,Chase Center,,,2024
"Wed, Mar 6, 2024",10:00p,Oklahoma City Thunder,,Portland Trail Blazers,,,,,Moda Center,,,2024
"Wed, Mar 6, 2024",10:30p,Sacramento Kings,,Los Angeles Lakers,,,,,Crypto.com Arena,,,2024
"Thu, Mar 7, 2024",7:00p,Brooklyn Nets,,Detroit Pistons,,,,,Little Caesars Arena,,,2024
"Thu, Mar 7, 2024",7:00p,Minnesota Timberwolves,,Indiana Pacers,,,,,Gainbridge Fieldhouse,,,2024
"Thu, Mar 7, 2024",7:30p,Miami Heat,,Dallas Mavericks,,,,,American Airlines Center,,,2024
"Thu, Mar 7, 2024",9:00p,Toronto Raptors,,Phoenix Suns,,,,,Footprint Center,,,2024
"Thu, Mar 7, 2024",10:00p,Boston Celtics,,Denver Nuggets,,,,,Ball Arena,,,2024
"Thu, Mar 7, 2024",10:00p,Chicago Bulls,,Golden State Warriors,,,,,Chase Center,,,2024
"Thu, Mar 7, 2024",10:00p,San Antonio Spurs,,Sacramento Kings,,,,,Golden 1 Center,,,2024
"Fri, Mar 8, 2024",7:00p,New Orleans Pelicans,,Philadelphia 76ers,,,,,Wells Fargo Center,,,2024
"Fri, Mar 8, 2024",7:00p,Charlotte Hornets,,Washington Wizards,,,,,Capital One Arena,,,2024
"Fri, Mar 8, 2024",7:30p,Minnesota Timberwolves,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,,,2024
"Fri, Mar 8, 2024",7:30p,Atlanta Hawks,,Memphis Grizzlies,,,,,FedEx Forum,,,2024
"Fri, Mar 8, 2024",7:30p,Orlando Magic,,New York Knicks,,,,,Madison Square Garden (IV),,,2024
"Fri, Mar 8, 2024",8:00p,Miami Heat,,Oklahoma City Thunder,,,,,Paycom Center,,,2024
"Fri, Mar 8, 2024",10:00p,Milwaukee Bucks,,Los Angeles Lakers,,,,,Crypto.com Arena,,,2024
"Fri, Mar 8, 2024",10:00p,Houston Rockets,,Portland Trail Blazers,,,,,Moda Center,,,2024
"Sat, Mar 9, 2024",4:00p,Chicago Bulls,,Los Angeles Clippers,,,,,Crypto.com Arena,,,2024
"Sat, Mar 9, 2024",7:00p,Brooklyn Nets,,Charlotte Hornets,,,,,Spectrum Center,,,2024
"Sat, Mar 9, 2024",7:00p,Dallas Mavericks,,Detroit Pistons,,,,,Little Caesars Arena,,,2024
"Sat, Mar 9, 2024",8:30p,San Antonio Spurs,,Golden State Warriors,,,,,Chase Center,,,2024
"Sat, Mar 9, 2024",8:30p,Boston Celtics,,Phoenix Suns,,,,,Footprint Center,,,2024
"Sat, Mar 9, 2024",10:00p,Utah Jazz,,Denver Nuggets,,,,,Ball Arena,,,2024
"Sat, Mar 9, 2024",10:00p,Toronto Raptors,,Portland Trail Blazers,,,,,Moda Center,,,2024
"Sun, Mar 10, 2024",3:00p,Milwaukee Bucks,,Los Angeles Clippers,,,,,Crypto.com Arena,,,2024
"Sun, Mar 10, 2024",6:00p,New Orleans Pelicans,,Atlanta Hawks,,,,,State Farm Arena,,,2024
"Sun, Mar 10, 2024",6:00p,Washington Wizards,,Miami Heat,,,,,Kaseya Center,,,2024
"Sun, Mar 10, 2024",6:00p,Philadelphia 76ers,,New York Knicks,,,,,Madison Square Garden (IV),,,2024
"Sun, Mar 10, 2024",6:00p,Indiana Pacers,,Orlando Magic,,,,,Amway Center,,,2024
"Sun, Mar 10, 2024",6:00p,Houston Rockets,,Sacramento Kings,,,,,Golden 1 Center,,,2024
"Sun, Mar 10, 2024",7:00p,Brooklyn Nets,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,,,2024
"Sun, Mar 10, 2024",7:00p,Memphis Grizzlies,,Oklahoma City Thunder,,,,,Paycom Center,,,2024
"Sun, Mar 10, 2024",9:30p,Minnesota Timberwolves,,Los Angeles Lakers,,,,,Crypto.com Arena,,,2024
