date_game,game_start_time,visitor_team_name,visitor_pts,home_team_name,home_pts,box_score_text,overtimes,attendance,arena_name,box_score_page,year
2019-04-03,9:00p,San Antonio Spurs,85,Denver Nuggets,113,Box Score,,"17,643",Pepsi Center,/boxscores/201904030DEN.html,2019
2019-04-03,7:30p,Boston Celtics,112,Miami Heat,102,Box Score,,"19,904",AmericanAirlines Arena,/boxscores/201904030MIA.html,2019
2019-04-03,7:30p,Toronto Raptors,115,Brooklyn Nets,105,Box Score,,"17,732",Barclays Center,/boxscores/201904030BRK.html,2019
2019-04-03,7:30p,Philadelphia 76ers,122,Atlanta Hawks,130,Box Score,,"16,638",State Farm Arena,/boxscores/201904030ATL.html,2019
2019-04-03,7:00p,Chicago Bulls,115,Washington Wizards,114,Box Score,,"16,616",Capital One Arena,/boxscores/201904030WAS.html,2019
2019-04-03,7:00p,New York Knicks,100,Orlando Magic,114,Box Score,,"18,846",Amway Center,/boxscores/201904030ORL.html,2019
2019-04-03,7:00p,Indiana Pacers,108,Detroit Pistons,89,Box Score,,"18,984",Little Caesars Arena,/boxscores/201904030DET.html,2019
2019-04-03,8:00p,Charlotte Hornets,115,New Orleans Pelicans,109,Box Score,,"16,844",Smoothie King Center,/boxscores/201904030NOP.html,2019
2019-04-04,8:00p,Milwaukee Bucks,128,Philadelphia 76ers,122,Box Score,,"20,701",Wells Fargo Center,/boxscores/201904040PHI.html,2019
2019-04-04,10:00p,Cleveland Cavaliers,104,Sacramento Kings,117,Box Score,,"17,583",Golden 1 Center,/boxscores/201904040SAC.html,2019
2019-04-04,10:30p,Golden State Warriors,108,Los Angeles Lakers,90,Box Score,,"18,997",STAPLES Center,/boxscores/201904040LAL.html,2019
2019-04-05,10:30p,Portland Trail Blazers,110,Denver Nuggets,119,Box Score,,"19,928",Pepsi Center,/boxscores/201904050DEN.html,2019
2019-04-05,10:00p,New Orleans Pelicans,126,Phoenix Suns,133,Box Score,OT,"16,410",Talking Stick Resort Arena,/boxscores/201904050PHO.html,2019
2019-04-05,10:30p,Los Angeles Lakers,122,Los Angeles Clippers,117,Box Score,,"17,910",STAPLES Center,/boxscores/201904050LAC.html,2019
2019-04-05,10:30p,Cleveland Cavaliers,114,Golden State Warriors,120,Box Score,,"19,596",Oracle Arena,/boxscores/201904050GSW.html,2019
2019-04-05,9:00p,Sacramento Kings,98,Utah Jazz,119,Box Score,,"18,306",Vivint Smart Home Arena,/boxscores/201904050UTA.html,2019
2019-04-05,7:00p,Toronto Raptors,111,Charlotte Hornets,113,Box Score,,"18,684",Spectrum Center,/boxscores/201904050CHO.html,2019
2019-04-05,8:00p,Detroit Pistons,110,Oklahoma City Thunder,123,Box Score,,"18,203",Chesapeake Energy Arena,/boxscores/201904050OKC.html,2019
2019-04-05,8:00p,Miami Heat,109,Minnesota Timberwolves,111,Box Score,,"17,763",Target Center,/boxscores/201904050MIN.html,2019
2019-04-05,8:00p,Boston Celtics,117,Indiana Pacers,97,Box Score,,"17,371",Bankers Life Fieldhouse,/boxscores/201904050IND.html,2019
2019-04-05,8:00p,New York Knicks,96,Houston Rockets,120,Box Score,,"18,055",Toyota Center,/boxscores/201904050HOU.html,2019
2019-04-05,7:00p,San Antonio Spurs,129,Washington Wizards,112,Box Score,,"20,409",Capital One Arena,/boxscores/201904050WAS.html,2019
2019-04-05,8:30p,Memphis Grizzlies,122,Dallas Mavericks,112,Box Score,,"20,111",American Airlines Center,/boxscores/201904050DAL.html,2019
2019-04-05,7:00p,Atlanta Hawks,113,Orlando Magic,149,Box Score,,"18,999",Amway Center,/boxscores/201904050ORL.html,2019
2019-04-06,8:00p,Philadelphia 76ers,116,Chicago Bulls,96,Box Score,,"21,059",United Center,/boxscores/201904060CHI.html,2019
2019-04-06,5:00p,Brooklyn Nets,133,Milwaukee Bucks,128,Box Score,,"18,116",Fiserv Forum,/boxscores/201904060MIL.html,2019
2019-04-07,3:00p,San Antonio Spurs,112,Cleveland Cavaliers,90,Box Score,,"19,432",Quicken Loans Arena,/boxscores/201904070CLE.html,2019
2019-04-07,12:00p,Miami Heat,109,Toronto Raptors,117,Box Score,OT,"19,800",Scotiabank Arena,/boxscores/201904070TOR.html,2019
2019-04-07,9:30p,Utah Jazz,109,Los Angeles Lakers,113,Box Score,,"18,997",STAPLES Center,/boxscores/201904070LAL.html,2019
2019-04-07,9:00p,New Orleans Pelicans,133,Sacramento Kings,129,Box Score,,"17,583",Golden 1 Center,/boxscores/201904070SAC.html,2019
2019-04-07,9:00p,Denver Nuggets,108,Portland Trail Blazers,115,Box Score,,"19,890",Moda Center,/boxscores/201904070POR.html,2019
2019-04-07,7:30p,Washington Wizards,110,New York Knicks,113,Box Score,,"19,812",Madison Square Garden (IV),/boxscores/201904070NYK.html,2019
2019-04-07,8:30p,Los Angeles Clippers,104,Golden State Warriors,131,Box Score,,"19,596",Oracle Arena,/boxscores/201904070GSW.html,2019
2019-04-07,7:00p,Atlanta Hawks,107,Milwaukee Bucks,115,Box Score,,"17,775",Fiserv Forum,/boxscores/201904070MIL.html,2019
2019-04-07,7:00p,Phoenix Suns,113,Houston Rockets,149,Box Score,,"18,055",Toyota Center,/boxscores/201904070HOU.html,2019
2019-04-07,6:00p,Dallas Mavericks,129,Memphis Grizzlies,127,Box Score,OT,"16,744",FedEx Forum,/boxscores/201904070MEM.html,2019
2019-04-07,5:00p,Brooklyn Nets,108,Indiana Pacers,96,Box Score,,"16,197",Bankers Life Fieldhouse,/boxscores/201904070IND.html,2019
2019-04-07,4:00p,Charlotte Hornets,104,Detroit Pistons,91,Box Score,,"19,871",Little Caesars Arena,/boxscores/201904070DET.html,2019
2019-04-07,3:30p,Oklahoma City Thunder,132,Minnesota Timberwolves,126,Box Score,,"18,978",Target Center,/boxscores/201904070MIN.html,2019
2019-04-07,7:30p,Orlando Magic,116,Boston Celtics,108,Box Score,,"18,624",TD Garden,/boxscores/201904070BOS.html,2019
2019-04-09,8:30p,Phoenix Suns,109,Dallas Mavericks,120,Box Score,,"21,041",American Airlines Center,/boxscores/201904090DAL.html,2019
2019-04-09,10:30p,Portland Trail Blazers,104,Los Angeles Lakers,101,Box Score,,"18,997",STAPLES Center,/boxscores/201904090LAL.html,2019
2019-04-09,9:30p,Houston Rockets,111,Oklahoma City Thunder,112,Box Score,,"18,203",Chesapeake Energy Arena,/boxscores/201904090OKC.html,2019
2019-04-09,8:00p,Golden State Warriors,112,New Orleans Pelicans,103,Box Score,,"17,090",Smoothie King Center,/boxscores/201904090NOP.html,2019
2019-04-09,9:00p,Denver Nuggets,108,Utah Jazz,118,Box Score,,"18,306",Vivint Smart Home Arena,/boxscores/201904090UTA.html,2019
2019-04-09,8:00p,New York Knicks,96,Chicago Bulls,86,Box Score,,"21,350",United Center,/boxscores/201904090CHI.html,2019
2019-04-09,7:30p,Philadelphia 76ers,99,Miami Heat,122,Box Score,,"20,153",AmericanAirlines Arena,/boxscores/201904090MIA.html,2019
2019-04-09,7:00p,Boston Celtics,116,Washington Wizards,110,Box Score,,"20,409",Capital One Arena,/boxscores/201904090WAS.html,2019
2019-04-09,7:00p,Memphis Grizzlies,93,Detroit Pistons,100,Box Score,,"19,802",Little Caesars Arena,/boxscores/201904090DET.html,2019
2019-04-09,8:00p,Toronto Raptors,120,Minnesota Timberwolves,100,Box Score,,"16,119",Target Center,/boxscores/201904090MIN.html,2019
2019-04-09,7:00p,Charlotte Hornets,124,Cleveland Cavaliers,97,Box Score,,"19,432",Quicken Loans Arena,/boxscores/201904090CLE.html,2019
2019-04-10,10:30p,Sacramento Kings,131,Portland Trail Blazers,136,Box Score,,"19,814",Moda Center,/boxscores/201904100POR.html,2019
2019-04-10,10:30p,Utah Jazz,137,Los Angeles Clippers,143,Box Score,OT,"17,655",STAPLES Center,/boxscores/201904100LAC.html,2019
2019-04-10,10:30p,Minnesota Timberwolves,95,Denver Nuggets,99,Box Score,,"16,332",Pepsi Center,/boxscores/201904100DEN.html,2019
2019-04-10,8:00p,Dallas Mavericks,94,San Antonio Spurs,105,Box Score,,"18,629",AT&T Center,/boxscores/201904100SAS.html,2019
2019-04-10,8:00p,Miami Heat,94,Brooklyn Nets,113,Box Score,,"17,732",Barclays Center,/boxscores/201904100BRK.html,2019
2019-04-10,8:00p,Detroit Pistons,115,New York Knicks,89,Box Score,,"19,812",Madison Square Garden (IV),/boxscores/201904100NYK.html,2019
2019-04-10,8:00p,Oklahoma City Thunder,127,Milwaukee Bucks,116,Box Score,,"18,082",Fiserv Forum,/boxscores/201904100MIL.html,2019
2019-04-10,8:00p,Golden State Warriors,117,Memphis Grizzlies,132,Box Score,,"17,794",FedEx Forum,/boxscores/201904100MEM.html,2019
2019-04-10,8:00p,Orlando Magic,122,Charlotte Hornets,114,Box Score,,"17,719",Spectrum Center,/boxscores/201904100CHO.html,2019
2019-04-10,8:00p,Indiana Pacers,135,Atlanta Hawks,134,Box Score,,"17,143",State Farm Arena,/boxscores/201904100ATL.html,2019
2019-04-10,8:00p,Chicago Bulls,109,Philadelphia 76ers,125,Box Score,,"20,197",Wells Fargo Center,/boxscores/201904100PHI.html,2019
2019-04-13,10:30p,San Antonio Spurs,101,Denver Nuggets,96,Box Score,,"19,520",Pepsi Center,/boxscores/201904130DEN.html,2019
2019-04-13,2:30p,Brooklyn Nets,111,Philadelphia 76ers,102,Box Score,,"20,437",Wells Fargo Center,/boxscores/201904130PHI.html,2019
2019-04-13,5:00p,Orlando Magic,104,Toronto Raptors,101,Box Score,,"19,937",Scotiabank Arena,/boxscores/201904130TOR.html,2019
2019-04-13,8:00p,Los Angeles Clippers,104,Golden State Warriors,121,Box Score,,"19,596",Oracle Arena,/boxscores/201904130GSW.html,2019
2019-04-14,1:00p,Indiana Pacers,74,Boston Celtics,84,Box Score,,"18,624",TD Garden,/boxscores/201904140BOS.html,2019
2019-04-14,7:00p,Detroit Pistons,86,Milwaukee Bucks,121,Box Score,,"17,529",Fiserv Forum,/boxscores/201904140MIL.html,2019
2019-04-14,9:30p,Utah Jazz,90,Houston Rockets,122,Box Score,,"18,055",Toyota Center,/boxscores/201904140HOU.html,2019
2019-04-14,3:30p,Oklahoma City Thunder,99,Portland Trail Blazers,104,Box Score,,"19,886",Moda Center,/boxscores/201904140POR.html,2019
2019-04-15,8:00p,Brooklyn Nets,123,Philadelphia 76ers,145,Box Score,,"20,591",Wells Fargo Center,/boxscores/201904150PHI.html,2019
2019-04-15,10:30p,Los Angeles Clippers,135,Golden State Warriors,131,Box Score,,"19,596",Oracle Arena,/boxscores/201904150GSW.html,2019
2019-04-16,8:00p,Orlando Magic,82,Toronto Raptors,111,Box Score,,"19,964",Scotiabank Arena,/boxscores/201904160TOR.html,2019
2019-04-16,9:00p,San Antonio Spurs,105,Denver Nuggets,114,Box Score,,"19,520",Pepsi Center,/boxscores/201904160DEN.html,2019
2019-04-16,10:30p,Oklahoma City Thunder,94,Portland Trail Blazers,114,Box Score,,"20,041",Moda Center,/boxscores/201904160POR.html,2019
2019-04-17,8:00p,Detroit Pistons,99,Milwaukee Bucks,120,Box Score,,"17,513",Fiserv Forum,/boxscores/201904170MIL.html,2019
2019-04-17,9:30p,Utah Jazz,98,Houston Rockets,118,Box Score,,"18,055",Toyota Center,/boxscores/201904170HOU.html,2019
2019-04-17,7:00p,Indiana Pacers,91,Boston Celtics,99,Box Score,,"18,624",TD Garden,/boxscores/201904170BOS.html,2019
2019-04-18,10:30p,Golden State Warriors,132,Los Angeles Clippers,105,Box Score,,"19,068",STAPLES Center,/boxscores/201904180LAC.html,2019
2019-04-18,9:00p,Denver Nuggets,108,San Antonio Spurs,118,Box Score,,"18,354",AT&T Center,/boxscores/201904180SAS.html,2019
2019-04-18,8:00p,Philadelphia 76ers,131,Brooklyn Nets,115,Box Score,,"17,732",Barclays Center,/boxscores/201904180BRK.html,2019
2019-04-19,8:30p,Boston Celtics,104,Indiana Pacers,96,Box Score,,"17,923",Bankers Life Fieldhouse,/boxscores/201904190IND.html,2019
2019-04-19,9:30p,Portland Trail Blazers,108,Oklahoma City Thunder,120,Box Score,,"18,203",Chesapeake Energy Arena,/boxscores/201904190OKC.html,2019
2019-04-19,7:00p,Toronto Raptors,98,Orlando Magic,93,Box Score,,"19,367",Amway Center,/boxscores/201904190ORL.html,2019
2019-04-20,3:00p,Philadelphia 76ers,112,Brooklyn Nets,108,Box Score,,"17,732",Barclays Center,/boxscores/201904200BRK.html,2019
2019-04-20,5:30p,Denver Nuggets,117,San Antonio Spurs,103,Box Score,,"18,354",AT&T Center,/boxscores/201904200SAS.html,2019
2019-04-20,8:00p,Milwaukee Bucks,119,Detroit Pistons,103,Box Score,,"20,520",Little Caesars Arena,/boxscores/201904200DET.html,2019
2019-04-20,10:30p,Houston Rockets,104,Utah Jazz,101,Box Score,,"18,306",Vivint Smart Home Arena,/boxscores/201904200UTA.html,2019
2019-04-21,1:00p,Boston Celtics,110,Indiana Pacers,106,Box Score,,"17,923",Bankers Life Fieldhouse,/boxscores/201904210IND.html,2019
2019-04-21,3:30p,Golden State Warriors,113,Los Angeles Clippers,105,Box Score,,"19,068",STAPLES Center,/boxscores/201904210LAC.html,2019
2019-04-21,7:00p,Toronto Raptors,107,Orlando Magic,85,Box Score,,"19,087",Amway Center,/boxscores/201904210ORL.html,2019
2019-04-21,9:30p,Portland Trail Blazers,111,Oklahoma City Thunder,98,Box Score,,"18,203",Chesapeake Energy Arena,/boxscores/201904210OKC.html,2019
2019-04-22,8:00p,Milwaukee Bucks,127,Detroit Pistons,104,Box Score,,"20,332",Little Caesars Arena,/boxscores/201904220DET.html,2019
2019-04-22,10:30p,Houston Rockets,91,Utah Jazz,107,Box Score,,"18,306",Vivint Smart Home Arena,/boxscores/201904220UTA.html,2019
2019-04-23,9:30p,San Antonio Spurs,90,Denver Nuggets,108,Box Score,,"19,520",Pepsi Center,/boxscores/201904230DEN.html,2019
2019-04-23,10:30p,Oklahoma City Thunder,115,Portland Trail Blazers,118,Box Score,,"20,241",Moda Center,/boxscores/201904230POR.html,2019
2019-04-23,8:00p,Brooklyn Nets,100,Philadelphia 76ers,122,Box Score,,"20,595",Wells Fargo Center,/boxscores/201904230PHI.html,2019
2019-04-23,7:00p,Orlando Magic,96,Toronto Raptors,115,Box Score,,"19,800",Scotiabank Arena,/boxscores/201904230TOR.html,2019
2019-04-24,8:00p,Utah Jazz,93,Houston Rockets,100,Box Score,,"18,055",Toyota Center,/boxscores/201904240HOU.html,2019
2019-04-24,10:30p,Los Angeles Clippers,129,Golden State Warriors,121,Box Score,,"19,596",Oracle Arena,/boxscores/201904240GSW.html,2019
2019-04-25,8:00p,Denver Nuggets,103,San Antonio Spurs,120,Box Score,,"18,354",AT&T Center,/boxscores/201904250SAS.html,2019
2019-04-26,10:00p,Golden State Warriors,129,Los Angeles Clippers,110,Box Score,,"19,068",STAPLES Center,/boxscores/201904260LAC.html,2019
2019-04-27,7:30p,Philadelphia 76ers,95,Toronto Raptors,108,Box Score,,"19,800",Scotiabank Arena,/boxscores/201904270TOR.html,2019
2019-04-27,10:00p,San Antonio Spurs,86,Denver Nuggets,90,Box Score,,"19,725",Pepsi Center,/boxscores/201904270DEN.html,2019
2019-04-28,1:00p,Boston Celtics,112,Milwaukee Bucks,90,Box Score,,"17,561",Fiserv Forum,/boxscores/201904280MIL.html,2019
2019-04-28,3:30p,Houston Rockets,100,Golden State Warriors,104,Box Score,,"19,596",Oracle Arena,/boxscores/201904280GSW.html,2019
2019-04-29,8:00p,Philadelphia 76ers,94,Toronto Raptors,89,Box Score,,"19,800",Scotiabank Arena,/boxscores/201904290TOR.html,2019
2019-04-29,10:30p,Portland Trail Blazers,113,Denver Nuggets,121,Box Score,,"19,520",Pepsi Center,/boxscores/201904290DEN.html,2019
2019-04-30,10:30p,Houston Rockets,109,Golden State Warriors,115,Box Score,,"19,596",Oracle Arena,/boxscores/201904300GSW.html,2019
2019-04-30,8:00p,Boston Celtics,102,Milwaukee Bucks,123,Box Score,,"17,536",Fiserv Forum,/boxscores/201904300MIL.html,2019
2019-05-01,9:00p,Portland Trail Blazers,97,Denver Nuggets,90,Box Score,,"19,520",Pepsi Center,/boxscores/201905010DEN.html,2019
2019-05-02,8:00p,Toronto Raptors,95,Philadelphia 76ers,116,Box Score,,"20,658",Wells Fargo Center,/boxscores/201905020PHI.html,2019
2019-05-03,8:00p,Milwaukee Bucks,123,Boston Celtics,116,Box Score,,"18,624",TD Garden,/boxscores/201905030BOS.html,2019
2019-05-03,10:30p,Denver Nuggets,137,Portland Trail Blazers,140,Box Score,4OT,"20,193",Moda Center,/boxscores/201905030POR.html,2019
2019-05-04,8:30p,Golden State Warriors,121,Houston Rockets,126,Box Score,OT,"18,169",Toyota Center,/boxscores/201905040HOU.html,2019
2019-05-05,3:30p,Toronto Raptors,101,Philadelphia 76ers,96,Box Score,,"20,639",Wells Fargo Center,/boxscores/201905050PHI.html,2019
2019-05-05,7:00p,Denver Nuggets,116,Portland Trail Blazers,112,Box Score,,"20,146",Moda Center,/boxscores/201905050POR.html,2019
2019-05-06,7:00p,Milwaukee Bucks,113,Boston Celtics,101,Box Score,,"18,624",TD Garden,/boxscores/201905060BOS.html,2019
2019-05-06,9:30p,Golden State Warriors,108,Houston Rockets,112,Box Score,,"18,055",Toyota Center,/boxscores/201905060HOU.html,2019
2019-05-07,8:00p,Philadelphia 76ers,89,Toronto Raptors,125,Box Score,,"20,287",Scotiabank Arena,/boxscores/201905070TOR.html,2019
2019-05-07,10:30p,Portland Trail Blazers,98,Denver Nuggets,124,Box Score,,"19,520",Pepsi Center,/boxscores/201905070DEN.html,2019
2019-05-08,8:00p,Boston Celtics,91,Milwaukee Bucks,116,Box Score,,"17,701",Fiserv Forum,/boxscores/201905080MIL.html,2019
2019-05-08,10:30p,Houston Rockets,99,Golden State Warriors,104,Box Score,,"19,596",Oracle Arena,/boxscores/201905080GSW.html,2019
2019-05-09,10:30p,Denver Nuggets,108,Portland Trail Blazers,119,Box Score,,"20,022",Moda Center,/boxscores/201905090POR.html,2019
2019-05-09,8:00p,Toronto Raptors,101,Philadelphia 76ers,112,Box Score,,"20,525",Wells Fargo Center,/boxscores/201905090PHI.html,2019
2019-05-10,9:00p,Golden State Warriors,118,Houston Rockets,113,Box Score,,"18,055",Toyota Center,/boxscores/201905100HOU.html,2019
2019-05-12,7:00p,Philadelphia 76ers,90,Toronto Raptors,92,Box Score,,"20,917",Scotiabank Arena,/boxscores/201905120TOR.html,2019
2019-05-12,3:30p,Portland Trail Blazers,100,Denver Nuggets,96,Box Score,,"19,725",Pepsi Center,/boxscores/201905120DEN.html,2019
2019-05-14,9:00p,Portland Trail Blazers,94,Golden State Warriors,116,Box Score,,"19,596",Oracle Arena,/boxscores/201905140GSW.html,2019
2019-05-15,8:30p,Toronto Raptors,100,Milwaukee Bucks,108,Box Score,,"17,345",Fiserv Forum,/boxscores/201905150MIL.html,2019
2019-05-16,9:00p,Portland Trail Blazers,111,Golden State Warriors,114,Box Score,,"19,596",Oracle Arena,/boxscores/201905160GSW.html,2019
2019-05-17,8:30p,Toronto Raptors,103,Milwaukee Bucks,125,Box Score,,"17,570",Fiserv Forum,/boxscores/201905170MIL.html,2019
2019-05-18,9:00p,Golden State Warriors,110,Portland Trail Blazers,99,Box Score,,"20,214",Moda Center,/boxscores/201905180POR.html,2019
2019-05-19,7:00p,Milwaukee Bucks,112,Toronto Raptors,118,Box Score,2OT,"19,923",Scotiabank Arena,/boxscores/201905190TOR.html,2019
2019-05-20,9:00p,Golden State Warriors,119,Portland Trail Blazers,117,Box Score,OT,"20,064",Moda Center,/boxscores/201905200POR.html,2019
2019-05-21,8:30p,Milwaukee Bucks,102,Toronto Raptors,120,Box Score,,"20,237",Scotiabank Arena,/boxscores/201905210TOR.html,2019
2019-05-23,8:30p,Toronto Raptors,105,Milwaukee Bucks,99,Box Score,,"17,384",Fiserv Forum,/boxscores/201905230MIL.html,2019
2019-05-25,8:30p,Milwaukee Bucks,94,Toronto Raptors,100,Box Score,,"20,478",Scotiabank Arena,/boxscores/201905250TOR.html,2019
2019-05-30,9:00p,Golden State Warriors,109,Toronto Raptors,118,Box Score,,"19,983",Scotiabank Arena,/boxscores/201905300TOR.html,2019
2019-06-02,8:00p,Golden State Warriors,109,Toronto Raptors,104,Box Score,,"20,014",Scotiabank Arena,/boxscores/201906020TOR.html,2019
2019-06-05,9:00p,Toronto Raptors,123,Golden State Warriors,109,Box Score,,"19,596",Oracle Arena,/boxscores/201906050GSW.html,2019
2019-06-07,9:00p,Toronto Raptors,105,Golden State Warriors,92,Box Score,,"19,596",Oracle Arena,/boxscores/201906070GSW.html,2019
2019-06-10,9:00p,Golden State Warriors,106,Toronto Raptors,105,Box Score,,"20,144",Scotiabank Arena,/boxscores/201906100TOR.html,2019
2019-06-13,9:00p,Toronto Raptors,114,Golden State Warriors,110,Box Score,,"19,596",Oracle Arena,/boxscores/201906130GSW.html,2019
2019-10-22,10:30p,Los Angeles Lakers,102,Los Angeles Clippers,112,Box Score,,"19,068",STAPLES Center,/boxscores/201910220LAC.html,2020
2019-10-22,8:00p,New Orleans Pelicans,122,Toronto Raptors,130,Box Score,OT,"20,787",Scotiabank Arena,/boxscores/201910220TOR.html,2020
2019-10-23,7:30p,Boston Celtics,93,Philadelphia 76ers,107,Box Score,,"20,422",Wells Fargo Center,/boxscores/201910230PHI.html,2020
2019-10-23,7:30p,Memphis Grizzlies,101,Miami Heat,120,Box Score,,"19,600",AmericanAirlines Arena,/boxscores/201910230MIA.html,2020
2019-10-23,7:30p,Minnesota Timberwolves,127,Brooklyn Nets,126,Box Score,OT,"17,732",Barclays Center,/boxscores/201910230BRK.html,2020
2019-10-23,7:00p,Detroit Pistons,119,Indiana Pacers,110,Box Score,,"17,923",Bankers Life Fieldhouse,/boxscores/201910230IND.html,2020
2019-10-23,7:00p,Chicago Bulls,125,Charlotte Hornets,126,Box Score,,"15,424",Spectrum Center,/boxscores/201910230CHO.html,2020
2019-10-23,7:00p,Cleveland Cavaliers,85,Orlando Magic,94,Box Score,,"18,846",Amway Center,/boxscores/201910230ORL.html,2020
2019-10-23,9:00p,Oklahoma City Thunder,95,Utah Jazz,100,Box Score,,"18,306",Vivint Smart Home Arena,/boxscores/201910230UTA.html,2020
2019-10-23,10:00p,Sacramento Kings,95,Phoenix Suns,124,Box Score,,"18,055",Talking Stick Resort Arena,/boxscores/201910230PHO.html,2020
2019-10-23,10:00p,Denver Nuggets,108,Portland Trail Blazers,100,Box Score,,"19,991",Moda Center,/boxscores/201910230POR.html,2020
2019-10-23,8:30p,Washington Wizards,100,Dallas Mavericks,108,Box Score,,"19,816",American Airlines Center,/boxscores/201910230DAL.html,2020
2019-10-23,8:30p,New York Knicks,111,San Antonio Spurs,120,Box Score,,"18,354",AT&T Center,/boxscores/201910230SAS.html,2020
2019-10-24,10:30p,Los Angeles Clippers,141,Golden State Warriors,122,Box Score,,"18,064",Chase Center,/boxscores/201910240GSW.html,2020
2019-10-24,7:00p,Atlanta Hawks,117,Detroit Pistons,100,Box Score,,"20,338",Little Caesars Arena,/boxscores/201910240DET.html,2020
2019-10-24,8:00p,Milwaukee Bucks,117,Houston Rockets,111,Box Score,,"18,055",Toyota Center,/boxscores/201910240HOU.html,2020
2019-10-25,9:00p,Phoenix Suns,107,Denver Nuggets,108,Box Score,OT,"19,557",Pepsi Center,/boxscores/201910250DEN.html,2020
2019-10-25,8:00p,Dallas Mavericks,123,New Orleans Pelicans,116,Box Score,,"17,027",Smoothie King Center,/boxscores/201910250NOP.html,2020
2019-10-25,8:00p,Washington Wizards,97,Oklahoma City Thunder,85,Box Score,,"18,203",Chesapeake Energy Arena,/boxscores/201910250OKC.html,2020
2019-10-25,10:00p,Portland Trail Blazers,122,Sacramento Kings,112,Box Score,,"17,583",Golden 1 Center,/boxscores/201910250SAC.html,2020
2019-10-25,10:30p,Utah Jazz,86,Los Angeles Lakers,95,Box Score,,"18,997",STAPLES Center,/boxscores/201910250LAL.html,2020
2019-10-25,8:00p,Chicago Bulls,110,Memphis Grizzlies,102,Box Score,,"17,794",FedEx Forum,/boxscores/201910250MEM.html,2020
2019-10-25,7:00p,Minnesota Timberwolves,121,Charlotte Hornets,99,Box Score,,"14,879",Spectrum Center,/boxscores/201910250CHO.html,2020
2019-10-25,7:30p,New York Knicks,109,Brooklyn Nets,113,Box Score,,"17,732",Barclays Center,/boxscores/201910250BRK.html,2020
2019-10-25,7:00p,Toronto Raptors,106,Boston Celtics,112,Box Score,,"18,624",TD Garden,/boxscores/201910250BOS.html,2020
2019-10-26,8:00p,New Orleans Pelicans,123,Houston Rockets,126,Box Score,,"18,055",Toyota Center,/boxscores/201910260HOU.html,2020
2019-10-26,10:00p,Los Angeles Clippers,122,Phoenix Suns,130,Box Score,,"15,802",Talking Stick Resort Arena,/boxscores/201910260PHO.html,2020
2019-10-26,9:00p,Sacramento Kings,81,Utah Jazz,113,Box Score,,"18,306",Vivint Smart Home Arena,/boxscores/201910260UTA.html,2020
2019-10-26,8:30p,Washington Wizards,122,San Antonio Spurs,124,Box Score,,"18,354",AT&T Center,/boxscores/201910260SAS.html,2020
2019-10-26,8:00p,Indiana Pacers,99,Cleveland Cavaliers,110,Box Score,,"19,432",Rocket Mortgage Fieldhouse,/boxscores/201910260CLE.html,2020
2019-10-26,8:00p,Toronto Raptors,108,Chicago Bulls,84,Box Score,,"21,498",United Center,/boxscores/201910260CHI.html,2020
2019-10-26,7:30p,Boston Celtics,118,New York Knicks,95,Box Score,,"19,812",Madison Square Garden (IV),/boxscores/201910260NYK.html,2020
2019-10-26,7:30p,Orlando Magic,99,Atlanta Hawks,103,Box Score,,"17,078",State Farm Arena,/boxscores/201910260ATL.html,2020
2019-10-26,5:00p,Miami Heat,131,Milwaukee Bucks,126,Box Score,OT,"17,467",Fiserv Forum,/boxscores/201910260MIL.html,2020
2019-10-26,7:00p,Philadelphia 76ers,117,Detroit Pistons,111,Box Score,,"16,207",Little Caesars Arena,/boxscores/201910260DET.html,2020
2019-10-27,3:30p,Golden State Warriors,92,Oklahoma City Thunder,120,Box Score,,"18,203",Chesapeake Energy Arena,/boxscores/201910270OKC.html,2020
2019-10-27,7:00p,Portland Trail Blazers,121,Dallas Mavericks,119,Box Score,,"19,707",American Airlines Center,/boxscores/201910270DAL.html,2020
2019-10-27,7:00p,Miami Heat,109,Minnesota Timberwolves,116,Box Score,,"17,049",Target Center,/boxscores/201910270MIN.html,2020
2019-10-27,9:30p,Charlotte Hornets,101,Los Angeles Lakers,120,Box Score,,"18,997",STAPLES Center,/boxscores/201910270LAL.html,2020
2019-10-27,6:00p,Brooklyn Nets,133,Memphis Grizzlies,134,Box Score,OT,"15,517",FedEx Forum,/boxscores/201910270MEM.html,2020
2019-10-28,7:00p,Chicago Bulls,98,New York Knicks,105,Box Score,,"19,812",Madison Square Garden (IV),/boxscores/201910280NYK.html,2020
2019-10-28,7:00p,Indiana Pacers,94,Detroit Pistons,96,Box Score,,"13,565",Little Caesars Arena,/boxscores/201910280DET.html,2020
2019-10-28,7:30p,Orlando Magic,95,Toronto Raptors,104,Box Score,,"19,800",Scotiabank Arena,/boxscores/201910280TOR.html,2020
2019-10-28,7:30p,Philadelphia 76ers,105,Atlanta Hawks,103,Box Score,,"14,094",State Farm Arena,/boxscores/201910280ATL.html,2020
2019-10-28,10:00p,Utah Jazz,96,Phoenix Suns,95,Box Score,,"14,805",Talking Stick Resort Arena,/boxscores/201910280PHO.html,2020
2019-10-28,10:30p,Charlotte Hornets,96,Los Angeles Clippers,111,Box Score,,"19,068",STAPLES Center,/boxscores/201910280LAC.html,2020
2019-10-28,8:30p,Portland Trail Blazers,110,San Antonio Spurs,113,Box Score,,"18,083",AT&T Center,/boxscores/201910280SAS.html,2020
