,team,year,player,page,pos,height,weight,birth_date,years_experience
5,PHO,2021,Torrey Craig,/players/c/craigto01.html,SF,6-7,221,"December 19, 1990",3
6,PHO,2021,Jae Crowder,/players/c/crowdja01.html,PF,6-6,235,"July 6, 1990",8
7,PHO,2021,Langston Galloway,/players/g/gallola01.html,SG,6-1,200,"December 9, 1991",6
8,PHO,2021,Cameron Johnson,/players/j/johnsca02.html,PF,6-8,210,"March 3, 1996",1
9,PHO,2021,Damian Jones,/players/j/jonesda03.html,C,6-11,245,"June 30, 1995",4
10,PHO,2021,Frank Kaminsky,/players/k/kaminfr01.html,C,7-0,240,"April 4, 1993",5
11,PHO,2021,E'Twaun Moore,/players/m/mooreet01.html,SG,6-3,191,"February 25, 1989",9
12,PHO,2021,Abdel Nader,/players/n/naderab01.html,SF,6-5,225,"September 25, 1993",3
13,PHO,2021,Chris Paul,/players/p/paulch01.html,PG,6-0,175,"May 6, 1985",15
14,PHO,2021,Cameron Payne,/players/p/payneca01.html,PG,6-1,183,"August 8, 1994",5
15,PHO,2021,Dario Šarić,/players/s/saricda01.html,C,6-10,225,"April 8, 1994",4
16,PHO,2021,Jalen Smith,/players/s/smithja04.html,PF,6-10,215,"March 16, 2000",R
0,POR,2021,Carmelo Anthony,/players/a/anthoca01.html,PF,6-7,238,"May 29, 1984",17
1,POR,2021,Keljin Blevins,/players/b/blevike01.html,SF,6-4,200,"November 24, 1995",R
2,POR,2021,Robert Covington,/players/c/covinro01.html,PF,6-7,209,"December 14, 1990",7
3,POR,2021,CJ Elleby,/players/e/ellebcj01.html,SF,6-6,200,"June 16, 2000",R
4,POR,2021,Enes Freedom,/players/k/kanteen01.html,C,6-10,250,"May 20, 1992",9
5,POR,2021,Harry Giles,/players/g/gilesha01.html,C,6-11,240,"April 22, 1998",2
6,POR,2021,Rondae Hollis-Jefferson,/players/h/holliro01.html,PF,6-6,217,"January 3, 1995",5
7,POR,2021,Rodney Hood,/players/h/hoodro01.html,SF,6-8,208,"October 20, 1992",6
8,POR,2021,Derrick Jones Jr.,/players/j/jonesde02.html,SF,6-5,210,"February 15, 1997",4
9,POR,2021,T.J. Leaf,/players/l/leaftj01.html,PF,6-10,222,"April 30, 1997",3
10,POR,2021,Damian Lillard,/players/l/lillada01.html,PG,6-2,195,"July 15, 1990",8
11,POR,2021,Nassir Little,/players/l/littlna01.html,PF,6-5,220,"February 11, 2000",1
12,POR,2021,CJ McCollum,/players/m/mccolcj01.html,SG,6-3,190,"September 19, 1991",7
13,POR,2021,Jusuf Nurkić,/players/n/nurkiju01.html,C,6-11,290,"August 23, 1994",6
14,POR,2021,Norman Powell,/players/p/powelno01.html,SF,6-3,215,"May 25, 1993",5
15,POR,2021,Anfernee Simons,/players/s/simonan01.html,SG,6-3,181,"June 8, 1999",2
16,POR,2021,Gary Trent Jr.,/players/t/trentga02.html,SG,6-5,209,"January 18, 1999",2
0,SAC,2021,Marvin Bagley III,/players/b/baglema01.html,PF,6-11,235,"March 14, 1999",2
1,SAC,2021,Harrison Barnes,/players/b/barneha02.html,PF,6-8,225,"May 30, 1992",8
2,SAC,2021,Nemanja Bjelica,/players/b/bjeline01.html,PF,6-10,234,"May 9, 1988",5
3,SAC,2021,Terence Davis,/players/d/daviste02.html,SG,6-4,201,"May 16, 1997",1
4,SAC,2021,De'Aaron Fox,/players/f/foxde01.html,PG,6-3,185,"December 20, 1997",3
5,SAC,2021,Kyle Guy,/players/g/guyky01.html,PG,6-1,167,"August 11, 1997",1
6,SAC,2021,Tyrese Haliburton,/players/h/halibty01.html,PG,6-5,185,"February 29, 2000",R
7,SAC,2021,Maurice Harkless,/players/h/harklma01.html,PF,6-7,220,"May 11, 1993",8
8,SAC,2021,Buddy Hield,/players/h/hieldbu01.html,SG,6-4,220,"December 17, 1992",4
9,SAC,2021,Richaun Holmes,/players/h/holmeri01.html,C,6-10,235,"October 15, 1993",5
10,SAC,2021,Justin James,/players/j/jamesju01.html,SF,6-7,190,"January 24, 1997",1
11,SAC,2021,DaQuan Jeffries,/players/j/jeffrda01.html,SG,6-5,230,"August 30, 1997",1
12,SAC,2021,Damian Jones,/players/j/jonesda03.html,C,6-11,245,"June 30, 1995",4
13,SAC,2021,Cory Joseph,/players/j/josepco01.html,PG,6-3,200,"August 20, 1991",9
14,SAC,2021,Louis King,/players/k/kinglo02.html,SF,6-7,205,"April 6, 1999",1
15,SAC,2021,Chimezie Metu,/players/m/metuch01.html,C,6-9,225,"March 22, 1997",2
16,SAC,2021,Jabari Parker,/players/p/parkeja01.html,PF,6-8,245,"March 15, 1995",6
17,SAC,2021,Norvel Pelle,/players/p/pelleno01.html,C,6-10,231,"February 3, 1993",1
18,SAC,2021,Jahmi'us Ramsey,/players/r/ramseja01.html,SG,6-3,190,"June 9, 2001",R
19,SAC,2021,Glenn Robinson III,/players/r/robingl02.html,SF,6-6,222,"January 8, 1994",6
20,SAC,2021,Chris Silva,/players/s/silvach01.html,PF,6-8,234,"September 19, 1996",1
21,SAC,2021,Hassan Whiteside,/players/w/whiteha01.html,C,7-0,265,"June 13, 1989",8
22,SAC,2021,Robert Woodard II,/players/w/woodaro01.html,SF,6-6,235,"September 22, 1999",R
23,SAC,2021,Delon Wright,/players/w/wrighde01.html,PG,6-5,185,"April 26, 1992",5
0,SAS,2021,LaMarcus Aldridge,/players/a/aldrila01.html,C,6-11,250,"July 19, 1985",14
1,SAS,2021,Keita Bates-Diop,/players/b/bateske01.html,SF,6-8,229,"January 23, 1996",2
2,SAS,2021,DeMar DeRozan,/players/d/derozde01.html,PF,6-6,220,"August 7, 1989",11
3,SAS,2021,Gorgui Dieng,/players/d/dienggo01.html,C,6-10,252,"January 18, 1990",7
4,SAS,2021,Drew Eubanks,/players/e/eubandr01.html,C,6-9,245,"February 1, 1997",2
5,SAS,2021,Rudy Gay,/players/g/gayru01.html,PF,6-8,250,"August 17, 1986",14
6,SAS,2021,Keldon Johnson,/players/j/johnske04.html,SF,6-5,220,"October 11, 1999",1
7,SAS,2021,Tre Jones,/players/j/jonestr01.html,PG,6-1,185,"January 8, 2000",R
8,SAS,2021,Trey Lyles,/players/l/lylestr01.html,PF,6-9,234,"November 5, 1995",5
9,SAS,2021,Patty Mills,/players/m/millspa02.html,PG,6-1,180,"August 11, 1988",11
10,SAS,2021,Dejounte Murray,/players/m/murrade01.html,PG,6-4,180,"September 19, 1996",3
11,SAS,2021,Jakob Poeltl,/players/p/poeltja01.html,C,7-1,245,"October 15, 1995",4
12,SAS,2021,Cameron Reynolds,/players/r/reynoca01.html,SF,6-7,225,"February 7, 1995",1
13,SAS,2021,Luka Šamanić,/players/s/samanlu01.html,PF,6-10,227,"January 9, 2000",1
14,SAS,2021,Devin Vassell,/players/v/vassede01.html,SF,6-5,200,"August 23, 2000",R
15,SAS,2021,Lonnie Walker IV,/players/w/walkelo01.html,SG,6-4,204,"December 14, 1998",2
16,SAS,2021,Quinndary Weatherspoon,/players/w/weathqu01.html,SG,6-3,205,"September 10, 1996",1
17,SAS,2021,Derrick White,/players/w/whitede01.html,SG,6-4,190,"July 2, 1994",3
0,TOR,2021,OG Anunoby,/players/a/anunoog01.html,SF,6-7,232,"July 17, 1997",3
1,TOR,2021,Aron Baynes,/players/b/baynear01.html,C,6-10,260,"December 9, 1986",8
2,TOR,2021,DeAndre' Bembry,/players/b/bembrde01.html,SF,6-5,210,"July 4, 1994",4
3,TOR,2021,Khem Birch,/players/b/birchkh01.html,C,6-9,233,"September 28, 1992",3
4,TOR,2021,Chris Boucher,/players/b/bouchch01.html,C,6-9,200,"January 11, 1993",3
5,TOR,2021,Terence Davis,/players/d/daviste02.html,SG,6-4,201,"May 16, 1997",1
6,TOR,2021,Henry Ellenson,/players/e/ellenhe01.html,PF,6-10,240,"January 13, 1997",4
7,TOR,2021,Malachi Flynn,/players/f/flynnma01.html,PG,6-1,175,"May 10, 1998",R
8,TOR,2021,Freddie Gillespie,/players/g/gillefr01.html,PF,6-9,245,"June 14, 1997",R
9,TOR,2021,Jalen Harris,/players/h/harrija01.html,SG,6-5,195,"August 14, 1998",R
10,TOR,2021,Rodney Hood,/players/h/hoodro01.html,SF,6-8,208,"October 20, 1992",6
11,TOR,2021,Stanley Johnson,/players/j/johnsst04.html,PF,6-6,242,"May 29, 1996",5
12,TOR,2021,Alex Len,/players/l/lenal01.html,C,7-0,250,"June 16, 1993",7
13,TOR,2021,Kyle Lowry,/players/l/lowryky01.html,PG,6-0,196,"March 25, 1986",14
14,TOR,2021,Patrick McCaw,/players/m/mccawpa01.html,SF,6-7,181,"October 25, 1995",4
15,TOR,2021,Norman Powell,/players/p/powelno01.html,SG,6-3,215,"May 25, 1993",5
16,TOR,2021,Pascal Siakam,/players/s/siakapa01.html,PF,6-9,230,"April 2, 1994",4
17,TOR,2021,Matt Thomas,/players/t/thomama02.html,SG,6-4,190,"August 4, 1994",1
18,TOR,2021,Gary Trent Jr.,/players/t/trentga02.html,SG,6-5,209,"January 18, 1999",2
19,TOR,2021,Fred VanVleet,/players/v/vanvlfr01.html,SG,6-1,197,"February 25, 1994",4
20,TOR,2021,Yuta Watanabe,/players/w/watanyu01.html,SF,6-9,215,"October 13, 1994",2
21,TOR,2021,Paul Watson,/players/w/watsopa01.html,SF,6-6,210,"December 30, 1994",1
0,UTA,2021,Udoka Azubuike,/players/a/azubuud01.html,C,6-10,280,"September 17, 1999",R
1,UTA,2021,Bojan Bogdanović,/players/b/bogdabo02.html,SF,6-7,226,"April 18, 1989",6
2,UTA,2021,Jarrell Brantley,/players/b/brantja01.html,PF,6-5,250,"June 7, 1996",1
3,UTA,2021,Jordan Clarkson,/players/c/clarkjo01.html,SG,6-4,194,"June 7, 1992",6
4,UTA,2021,Mike Conley,/players/c/conlemi01.html,PG,6-1,175,"October 11, 1987",13
5,UTA,2021,Derrick Favors,/players/f/favorde01.html,C,6-9,265,"July 15, 1991",10
6,UTA,2021,Trent Forrest,/players/f/forretr01.html,PG,6-4,210,"June 12, 1998",R
7,UTA,2021,Rudy Gobert,/players/g/goberru01.html,C,7-1,258,"June 26, 1992",7
8,UTA,2021,Shaquille Harrison,/players/h/harrish01.html,SG,6-4,190,"October 6, 1993",3
9,UTA,2021,Elijah Hughes,/players/h/hugheel01.html,SF,6-5,215,"March 10, 1998",R
10,UTA,2021,Ersan İlyasova,/players/i/ilyaser01.html,PF,6-9,235,"May 15, 1987",12
11,UTA,2021,Joe Ingles,/players/i/inglejo01.html,SF,6-8,220,"October 2, 1987",6
12,UTA,2021,Donovan Mitchell,/players/m/mitchdo01.html,PG,6-1,215,"September 7, 1996",3
13,UTA,2021,Juwan Morgan,/players/m/morgaju01.html,PF,6-7,232,"April 17, 1997",1
14,UTA,2021,Georges Niang,/players/n/niangge01.html,PF,6-7,230,"June 17, 1993",4
15,UTA,2021,Royce O'Neale,/players/o/onealro01.html,SF,6-4,226,"June 5, 1993",3
16,UTA,2021,Miye Oni,/players/o/onimi01.html,SG,6-5,206,"August 4, 1997",1
17,UTA,2021,Matt Thomas,/players/t/thomama02.html,SG,6-4,190,"August 4, 1994",1
0,WAS,2021,Deni Avdija,/players/a/avdijde01.html,SF,6-9,210,"January 3, 2001",R
1,WAS,2021,Bradley Beal,/players/b/bealbr01.html,SG,6-4,207,"June 28, 1993",8
2,WAS,2021,Jordan Bell,/players/b/belljo01.html,C,6-8,216,"January 7, 1995",3
3,WAS,2021,Dāvis Bertāns,/players/b/bertada01.html,PF,6-10,225,"November 12, 1992",4
4,WAS,2021,Isaac Bonga,/players/b/bongais01.html,SF,6-8,180,"November 8, 1999",2
5,WAS,2021,Troy Brown Jr.,/players/b/browntr01.html,SF,6-6,215,"July 28, 1999",2
6,WAS,2021,Thomas Bryant,/players/b/bryanth01.html,C,6-10,248,"July 31, 1997",3
7,WAS,2021,Daniel Gafford,/players/g/gaffoda01.html,C,6-10,234,"October 1, 1998",1
8,WAS,2021,Anthony Gill,/players/g/gillan01.html,PF,6-7,230,"October 17, 1992",R
9,WAS,2021,Rui Hachimura,/players/h/hachiru01.html,PF,6-8,230,"February 8, 1998",1
10,WAS,2021,Chandler Hutchison,/players/h/hutchch01.html,SF,6-6,210,"April 26, 1996",2
11,WAS,2021,Alex Len,/players/l/lenal01.html,C,7-0,250,"June 16, 1993",7
12,WAS,2021,Robin Lopez,/players/l/lopezro01.html,C,7-0,281,"April 1, 1988",12
13,WAS,2021,Garrison Mathews,/players/m/mathega01.html,SG,6-5,215,"October 24, 1996",1
14,WAS,2021,Raul Neto,/players/n/netora01.html,PG,6-1,180,"May 19, 1992",5
15,WAS,2021,Anžejs Pasečņiks,/players/p/pasecan01.html,C,7-1,229,"December 20, 1995",1
16,WAS,2021,Jerome Robinson,/players/r/robinje01.html,SG,6-4,190,"February 22, 1997",2
17,WAS,2021,Ish Smith,/players/s/smithis01.html,PG,6-0,175,"July 5, 1988",10
18,WAS,2021,Moritz Wagner,/players/w/wagnemo01.html,C,6-11,245,"April 26, 1997",2
19,WAS,2021,Russell Westbrook,/players/w/westbru01.html,PG,6-3,200,"November 12, 1988",12
20,WAS,2021,Cassius Winston,/players/w/winstca01.html,PG,6-1,185,"February 28, 1998",R
0,ATL,2022,Cat Barber,/players/b/barbeca01.html,PG,6-2,190,"July 25, 1994",R
1,ATL,2022,Bogdan Bogdanović,/players/b/bogdabo01.html,SG,6-6,220,"August 18, 1992",4
2,ATL,2022,Chaundee Brown Jr.,/players/b/brownch05.html,SG,6-5,215,"December 4, 1998",R
3,ATL,2022,Clint Capela,/players/c/capelca01.html,C,6-10,240,"May 18, 1994",7
4,ATL,2022,John Collins,/players/c/collijo01.html,PF,6-9,235,"September 23, 1997",4
5,ATL,2022,Sharife Cooper,/players/c/coopesh01.html,PG,6-1,180,"June 11, 2001",R
6,ATL,2022,Gorgui Dieng,/players/d/dienggo01.html,C,6-10,252,"January 18, 1990",8
7,ATL,2022,Danilo Gallinari,/players/g/gallida01.html,PF,6-10,233,"August 8, 1988",12
8,ATL,2022,Malcolm Hill,/players/h/hillma01.html,SG,6-6,220,"October 26, 1995",R
9,ATL,2022,Solomon Hill,/players/h/hillso01.html,SF,6-6,226,"March 18, 1991",8
10,ATL,2022,Kevin Huerter,/players/h/huertke01.html,SF,6-7,190,"August 27, 1998",3
11,ATL,2022,De'Andre Hunter,/players/h/huntede01.html,SF,6-8,225,"December 2, 1997",2
12,ATL,2022,Wes Iwundu,/players/i/iwundwe01.html,SF,6-6,195,"December 20, 1994",4
13,ATL,2022,Jalen Johnson,/players/j/johnsja05.html,PF,6-9,220,"December 18, 2001",R
14,ATL,2022,Kevin Knox,/players/k/knoxke01.html,SF,6-7,215,"August 11, 1999",3
15,ATL,2022,Timothé Luwawu-Cabarrot,/players/l/luwawti01.html,SF,6-7,220,"May 9, 1995",5
16,ATL,2022,Skylar Mays,/players/m/mayssk01.html,SG,6-4,205,"September 5, 1997",1
17,ATL,2022,Onyeka Okongwu,/players/o/okongon01.html,C,6-8,235,"December 11, 2000",1
18,ATL,2022,Cameron Oliver,/players/o/oliveca01.html,SF,6-8,239,"July 11, 1996",1
19,ATL,2022,Cam Reddish,/players/r/reddica01.html,SF,6-8,218,"September 1, 1999",2
20,ATL,2022,Lance Stephenson,/players/s/stephla01.html,SG,6-6,230,"September 5, 1990",9
21,ATL,2022,Lou Williams,/players/w/willilo02.html,PG,6-1,175,"October 27, 1986",16
22,ATL,2022,Delon Wright,/players/w/wrighde01.html,SG,6-5,185,"April 26, 1992",6
23,ATL,2022,Trae Young,/players/y/youngtr01.html,PG,6-1,164,"September 19, 1998",3
0,BOS,2022,Jaylen Brown,/players/b/brownja02.html,SF,6-6,223,"October 24, 1996",5
1,BOS,2022,Bruno Fernando,/players/f/fernabr01.html,C,6-9,240,"August 15, 1998",2
2,BOS,2022,Malik Fitts,/players/f/fittsma01.html,PF,6-8,230,"July 4, 1997",1
3,BOS,2022,Enes Freedom,/players/k/kanteen01.html,C,6-10,250,"May 20, 1992",10
4,BOS,2022,Sam Hauser,/players/h/hausesa01.html,SF,6-8,215,"December 8, 1997",R
5,BOS,2022,Juancho Hernangómez,/players/h/hernaju01.html,PF,6-9,214,"September 28, 1995",5
6,BOS,2022,Al Horford,/players/h/horfoal01.html,C,6-9,240,"June 3, 1986",14
7,BOS,2022,Justin Jackson,/players/j/jacksju01.html,SF,6-8,220,"March 28, 1995",4
8,BOS,2022,Joe Johnson,/players/j/johnsjo02.html,SG,6-7,240,"June 29, 1981",17
9,BOS,2022,Luke Kornet,/players/k/kornelu01.html,C,7-2,250,"July 15, 1995",4
10,BOS,2022,Romeo Langford,/players/l/langfro01.html,SG,6-4,216,"October 25, 1999",2
11,BOS,2022,Kelan Martin,/players/m/martike03.html,SF,6-5,230,"August 3, 1995",2
12,BOS,2022,C.J. Miles,/players/m/milescj01.html,SG,6-6,220,"March 18, 1987",15
13,BOS,2022,Juwan Morgan,/players/m/morgaju01.html,PF,6-7,232,"April 17, 1997",2
14,BOS,2022,Aaron Nesmith,/players/n/nesmiaa01.html,SF,6-5,215,"October 16, 1999",1
15,BOS,2022,Jabari Parker,/players/p/parkeja01.html,PF,6-8,245,"March 15, 1995",7
16,BOS,2022,Payton Pritchard,/players/p/pritcpa01.html,PG,6-1,195,"January 28, 1998",1
17,BOS,2022,Josh Richardson,/players/r/richajo01.html,SG,6-5,200,"September 15, 1993",6
18,BOS,2022,Matt Ryan,/players/r/ryanma01.html,SF,6-7,215,"April 17, 1997",R
19,BOS,2022,Dennis Schröder,/players/s/schrode01.html,PG,6-3,172,"September 15, 1993",8
20,BOS,2022,Marcus Smart,/players/s/smartma01.html,PG,6-3,220,"March 6, 1994",7
21,BOS,2022,Nik Stauskas,/players/s/stausni01.html,SG,6-6,205,"October 7, 1993",5
22,BOS,2022,Jayson Tatum,/players/t/tatumja01.html,SF,6-8,210,"March 3, 1998",4
23,BOS,2022,Daniel Theis,/players/t/theisda01.html,C,6-8,245,"April 4, 1992",4
24,BOS,2022,Brodric Thomas,/players/t/thomabr01.html,SG,6-5,185,"January 28, 1997",1
25,BOS,2022,Derrick White,/players/w/whitede01.html,SG,6-4,190,"July 2, 1994",4
26,BOS,2022,Grant Williams,/players/w/willigr01.html,PF,6-6,236,"November 30, 1998",2
27,BOS,2022,Robert Williams,/players/w/williro04.html,C,6-9,237,"October 17, 1997",3
0,BRK,2022,LaMarcus Aldridge,/players/a/aldrila01.html,C,6-11,250,"July 19, 1985",15
1,BRK,2022,DeAndre' Bembry,/players/b/bembrde01.html,SF,6-5,210,"July 4, 1994",5
2,BRK,2022,Bruce Brown,/players/b/brownbr01.html,SF,6-4,202,"August 15, 1996",3
3,BRK,2022,Jevon Carter,/players/c/carteje01.html,PG,6-1,200,"September 14, 1995",3
4,BRK,2022,Nic Claxton,/players/c/claxtni01.html,C,6-11,215,"April 17, 1999",2
5,BRK,2022,Seth Curry,/players/c/curryse01.html,SG,6-2,185,"August 23, 1990",7
6,BRK,2022,Goran Dragić,/players/d/dragigo01.html,PG,6-3,190,"May 6, 1986",13
7,BRK,2022,Andre Drummond,/players/d/drumman01.html,C,6-10,279,"August 10, 1993",9
8,BRK,2022,David Duke Jr.,/players/d/dukeda01.html,PG,6-5,205,"October 13, 1999",R
9,BRK,2022,Kevin Durant,/players/d/duranke01.html,PF,6-10,240,"September 29, 1988",13
10,BRK,2022,Kessler Edwards,/players/e/edwarke02.html,SF,6-8,215,"August 9, 2000",R
11,BRK,2022,James Ennis III,/players/e/ennisja01.html,SF,6-6,215,"July 1, 1990",7
12,BRK,2022,Wenyen Gabriel,/players/g/gabriwe01.html,PF,6-9,205,"March 26, 1997",2
13,BRK,2022,Langston Galloway,/players/g/gallola01.html,SG,6-1,200,"December 9, 1991",7
14,BRK,2022,Blake Griffin,/players/g/griffbl01.html,C,6-9,250,"March 16, 1989",11
15,BRK,2022,James Harden,/players/h/hardeja01.html,PG,6-5,220,"August 26, 1989",12
16,BRK,2022,Joe Harris,/players/h/harrijo01.html,SF,6-6,220,"September 6, 1991",7
17,BRK,2022,Shaquille Harrison,/players/h/harrish01.html,SG,6-4,190,"October 6, 1993",4
18,BRK,2022,Kyrie Irving,/players/i/irvinky01.html,PG,6-2,195,"March 23, 1992",10
19,BRK,2022,James Johnson,/players/j/johnsja01.html,PF,6-7,240,"February 20, 1987",12
20,BRK,2022,Patty Mills,/players/m/millspa02.html,SG,6-1,180,"August 11, 1988",12
21,BRK,2022,Paul Millsap,/players/m/millspa01.html,C,6-7,257,"February 10, 1985",15
22,BRK,2022,Day'Ron Sharpe,/players/s/sharpda01.html,PF,6-11,265,"November 6, 2001",R
23,BRK,2022,Cam Thomas,/players/t/thomaca02.html,SG,6-4,210,"October 13, 2001",R
0,CHI,2022,Lonzo Ball,/players/b/balllo01.html,PG,6-6,190,"October 27, 1997",4
1,CHI,2022,Jordan Bell,/players/b/belljo01.html,C,6-8,216,"January 7, 1995",4
2,CHI,2022,Tony Bradley,/players/b/bradlto01.html,C,6-10,248,"January 8, 1998",4
3,CHI,2022,Troy Brown Jr.,/players/b/browntr01.html,SF,6-6,215,"July 28, 1999",3
4,CHI,2022,Alex Caruso,/players/c/carusal01.html,SG,6-4,186,"February 28, 1994",4
5,CHI,2022,Tyler Cook,/players/c/cookty01.html,PF,6-8,255,"September 23, 1997",2
6,CHI,2022,DeMar DeRozan,/players/d/derozde01.html,PF,6-6,220,"August 7, 1989",12
7,CHI,2022,Ayo Dosunmu,/players/d/dosunay01.html,SG,6-5,200,"January 17, 2000",R
8,CHI,2022,Devon Dotson,/players/d/dotsode01.html,PG,6-2,185,"August 2, 1999",1
9,CHI,2022,Javonte Green,/players/g/greenja02.html,SF,6-4,205,"July 23, 1993",2
10,CHI,2022,Malcolm Hill,/players/h/hillma01.html,SF,6-6,220,"October 26, 1995",R
11,CHI,2022,Alize Johnson,/players/j/johnsal02.html,PF,6-7,212,"April 22, 1996",3
12,CHI,2022,Derrick Jones Jr.,/players/j/jonesde02.html,PF,6-5,210,"February 15, 1997",5
13,CHI,2022,Zach LaVine,/players/l/lavinza01.html,SG,6-5,200,"March 10, 1995",7
14,CHI,2022,Mac McClung,/players/m/mccluma01.html,PG,6-2,185,"January 6, 1999",R
15,CHI,2022,Alfonzo McKinnie,/players/m/mckinal01.html,SF,6-7,215,"September 17, 1992",4
16,CHI,2022,Marko Simonovic,/players/s/simonma01.html,C,6-11,216,"October 15, 1999",R
17,CHI,2022,Matt Thomas,/players/t/thomama02.html,SG,6-4,190,"August 4, 1994",2
18,CHI,2022,Tristan Thompson,/players/t/thomptr01.html,PF,6-9,254,"March 13, 1991",10
19,CHI,2022,Nikola Vučević,/players/v/vucevni01.html,C,6-10,260,"October 24, 1990",10
20,CHI,2022,Coby White,/players/w/whiteco01.html,PG,6-5,195,"February 16, 2000",2
21,CHI,2022,Patrick Williams,/players/w/willipa01.html,PF,6-7,215,"August 26, 2001",1
0,CHO,2022,LaMelo Ball,/players/b/ballla01.html,PG,6-7,180,"August 22, 2001",1
1,CHO,2022,James Bouknight,/players/b/bouknja01.html,SG,6-5,190,"September 18, 2000",R
2,CHO,2022,Miles Bridges,/players/b/bridgmi02.html,PF,6-6,225,"March 21, 1998",3
3,CHO,2022,Vernon Carey Jr.,/players/c/careyve01.html,C,6-9,270,"February 25, 2001",1
4,CHO,2022,Montrezl Harrell,/players/h/harremo01.html,C,6-7,240,"January 26, 1994",6
5,CHO,2022,Gordon Hayward,/players/h/haywago01.html,SF,6-7,225,"March 23, 1990",11
6,CHO,2022,Kai Jones,/players/j/joneska01.html,C,6-11,218,"January 19, 2001",R
7,CHO,2022,Arnoldas Kulboka,/players/k/kulboar01.html,SF,6-9,198,"January 4, 1998",R
8,CHO,2022,Scottie Lewis,/players/l/lewissc01.html,SG,6-5,189,"March 12, 2000",R
9,CHO,2022,Cody Martin,/players/m/martico01.html,SF,6-5,205,"September 28, 1995",2
10,CHO,2022,Jalen McDaniels,/players/m/mcdanja01.html,SF,6-9,205,"January 31, 1998",2
11,CHO,2022,Kelly Oubre Jr.,/players/o/oubreke01.html,SF,6-7,203,"December 9, 1995",6
12,CHO,2022,Mason Plumlee,/players/p/plumlma01.html,C,6-11,254,"March 5, 1990",8
13,CHO,2022,Nick Richards,/players/r/richani01.html,C,7-0,245,"November 29, 1997",1
14,CHO,2022,Terry Rozier,/players/r/roziete01.html,SG,6-1,190,"March 17, 1994",6
15,CHO,2022,Ish Smith,/players/s/smithis01.html,PG,6-0,175,"July 5, 1988",11
16,CHO,2022,Isaiah Thomas,/players/t/thomais02.html,PG,5-9,185,"February 7, 1989",10
17,CHO,2022,JT Thor,/players/t/thorjt01.html,PF,6-10,205,"August 26, 2002",R
18,CHO,2022,P.J. Washington,/players/w/washipj01.html,C,6-7,230,"August 23, 1998",2
0,CLE,2022,Jarrett Allen,/players/a/allenja01.html,C,6-11,243,"April 21, 1998",4
1,CLE,2022,Justin Anderson,/players/a/anderju01.html,SF,6-6,230,"November 19, 1993",5
2,CLE,2022,Moses Brown,/players/b/brownmo01.html,C,7-2,245,"October 13, 1999",2
3,CLE,2022,Ed Davis,/players/d/davised01.html,C,6-9,218,"June 5, 1989",11
4,CLE,2022,Tacko Fall,/players/f/fallta01.html,C,7-6,311,"December 10, 1995",2
5,CLE,2022,Tim Frazier,/players/f/fraziti01.html,PG,6-0,170,"November 1, 1990",7
6,CLE,2022,Darius Garland,/players/g/garlada01.html,PG,6-1,192,"January 26, 2000",2
7,CLE,2022,Brandon Goodwin,/players/g/goodwbr01.html,PG,6-0,180,"October 2, 1995",3
8,CLE,2022,Luke Kornet,/players/k/kornelu01.html,C,7-2,250,"July 15, 1995",4
9,CLE,2022,Caris LeVert,/players/l/leverca01.html,SG,6-6,205,"August 25, 1994",5
10,CLE,2022,Kevin Love,/players/l/loveke01.html,C,6-8,251,"September 7, 1988",13
11,CLE,2022,Lauri Markkanen,/players/m/markkla01.html,SF,7-0,240,"May 22, 1997",4
12,CLE,2022,Evan Mobley,/players/m/mobleev01.html,PF,7-0,215,"June 18, 2001",R
13,CLE,2022,RJ Nembhard Jr.,/players/n/nembhrj01.html,SG,6-5,200,"March 22, 1999",R
14,CLE,2022,Malik Newman,/players/n/newmama01.html,PG,6-3,190,"February 21, 1997",1
15,CLE,2022,Isaac Okoro,/players/o/okorois01.html,SF,6-5,225,"January 26, 2001",1
16,CLE,2022,Cedi Osman,/players/o/osmande01.html,SF,6-7,230,"April 8, 1995",4
17,CLE,2022,Kevin Pangos,/players/p/pangoke01.html,PG,6-2,179,"January 26, 1993",R
18,CLE,2022,Rajon Rondo,/players/r/rondora01.html,PG,6-1,180,"February 22, 1986",15
19,CLE,2022,Ricky Rubio,/players/r/rubiori01.html,PG,6-2,190,"October 21, 1990",10
20,CLE,2022,Tre Scott,/players/s/scotttr01.html,SF,6-8,225,"November 25, 1996",R
